# Incidents,Incident Reported Month,Incident Reported Quarter,Incident Reported Year,Neighbourhood Description (Occurrence),UCR Violation Type Group (Incident)
4,7,Q3,2011,BATURYN,Break and Enter
1,9,Q3,2011,BATURYN,Break and Enter
1,12,Q4,2011,BATURYN,Break and Enter
1,4,Q2,2011,BATURYN,Robbery
1,8,Q3,2011,BATURYN,Robbery
1,5,Q2,2011,BATURYN,Sexual Assaults
1,1,Q1,2011,BATURYN,Theft From Vehicle
1,2,Q1,2011,BATURYN,Theft From Vehicle
2,3,Q1,2011,BATURYN,Theft From Vehicle
2,4,Q2,2011,BATURYN,Theft From Vehicle
1,5,Q2,2011,BATURYN,Theft From Vehicle
2,6,Q2,2011,BATURYN,Theft From Vehicle
1,7,Q3,2011,BATURYN,Theft From Vehicle
3,8,Q3,2011,BATURYN,Theft From Vehicle
1,9,Q3,2011,BATURYN,Theft From Vehicle
2,10,Q4,2011,BATURYN,Theft From Vehicle
1,11,Q4,2011,BATURYN,Theft From Vehicle
3,12,Q4,2011,BATURYN,Theft From Vehicle
1,1,Q1,2011,BATURYN,Theft Of Vehicle
1,4,Q2,2011,BATURYN,Theft Of Vehicle
1,6,Q2,2011,BATURYN,Theft Of Vehicle
1,8,Q3,2011,BATURYN,Theft Of Vehicle
3,9,Q3,2011,BATURYN,Theft Of Vehicle
1,12,Q4,2011,BATURYN,Theft Of Vehicle
3,1,Q1,2011,BEACON HEIGHTS,Assault
3,2,Q1,2011,BEACON HEIGHTS,Assault
5,3,Q1,2011,BEACON HEIGHTS,Assault
2,4,Q2,2011,BEACON HEIGHTS,Assault
5,5,Q2,2011,BEACON HEIGHTS,Assault
6,6,Q2,2011,BEACON HEIGHTS,Assault
5,7,Q3,2011,BEACON HEIGHTS,Assault
3,8,Q3,2011,BEACON HEIGHTS,Assault
2,9,Q3,2011,BEACON HEIGHTS,Assault
4,10,Q4,2011,BEACON HEIGHTS,Assault
3,11,Q4,2011,BEACON HEIGHTS,Assault
5,12,Q4,2011,BEACON HEIGHTS,Assault
2,1,Q1,2011,BEACON HEIGHTS,Break and Enter
1,2,Q1,2011,BEACON HEIGHTS,Break and Enter
3,3,Q1,2011,BEACON HEIGHTS,Break and Enter
2,4,Q2,2011,BEACON HEIGHTS,Break and Enter
3,5,Q2,2011,BEACON HEIGHTS,Break and Enter
5,6,Q2,2011,BEACON HEIGHTS,Break and Enter
2,7,Q3,2011,BEACON HEIGHTS,Break and Enter
1,8,Q3,2011,BEACON HEIGHTS,Break and Enter
4,9,Q3,2011,BEACON HEIGHTS,Break and Enter
1,10,Q4,2011,BEACON HEIGHTS,Break and Enter
3,12,Q4,2011,BEACON HEIGHTS,Break and Enter
1,2,Q1,2011,BEACON HEIGHTS,Homicide
1,1,Q1,2011,BEACON HEIGHTS,Robbery
2,2,Q1,2011,BEACON HEIGHTS,Robbery
1,3,Q1,2011,BEACON HEIGHTS,Robbery
1,4,Q2,2011,BEACON HEIGHTS,Robbery
2,5,Q2,2011,BEACON HEIGHTS,Robbery
2,7,Q3,2011,BEACON HEIGHTS,Robbery
2,10,Q4,2011,BEACON HEIGHTS,Robbery
3,12,Q4,2011,BEACON HEIGHTS,Robbery
1,3,Q1,2011,BEACON HEIGHTS,Sexual Assaults
1,6,Q2,2011,BEACON HEIGHTS,Sexual Assaults
1,9,Q3,2011,BEACON HEIGHTS,Sexual Assaults
1,11,Q4,2011,BEACON HEIGHTS,Sexual Assaults
1,12,Q4,2011,BEACON HEIGHTS,Sexual Assaults
2,3,Q1,2011,BEACON HEIGHTS,Theft From Vehicle
3,4,Q2,2011,BEACON HEIGHTS,Theft From Vehicle
3,5,Q2,2011,BEACON HEIGHTS,Theft From Vehicle
1,6,Q2,2011,BEACON HEIGHTS,Theft From Vehicle
3,7,Q3,2011,BEACON HEIGHTS,Theft From Vehicle
3,8,Q3,2011,BEACON HEIGHTS,Theft From Vehicle
1,9,Q3,2011,BEACON HEIGHTS,Theft From Vehicle
1,10,Q4,2011,BEACON HEIGHTS,Theft From Vehicle
2,11,Q4,2011,BEACON HEIGHTS,Theft From Vehicle
3,12,Q4,2011,BEACON HEIGHTS,Theft From Vehicle
2,1,Q1,2011,BEACON HEIGHTS,Theft Of Vehicle
1,3,Q1,2011,BEACON HEIGHTS,Theft Of Vehicle
2,4,Q2,2011,BEACON HEIGHTS,Theft Of Vehicle
3,5,Q2,2011,BEACON HEIGHTS,Theft Of Vehicle
2,6,Q2,2011,BEACON HEIGHTS,Theft Of Vehicle
2,7,Q3,2011,BEACON HEIGHTS,Theft Of Vehicle
3,8,Q3,2011,BEACON HEIGHTS,Theft Of Vehicle
2,9,Q3,2011,BEACON HEIGHTS,Theft Of Vehicle
4,10,Q4,2011,BEACON HEIGHTS,Theft Of Vehicle
1,11,Q4,2011,BEACON HEIGHTS,Theft Of Vehicle
6,12,Q4,2011,BEACON HEIGHTS,Theft Of Vehicle
1,12,Q4,2011,BEACON HEIGHTS,Theft Over $5000
1,1,Q1,2011,BEARSPAW,Assault
1,6,Q2,2011,BEARSPAW,Assault
1,11,Q4,2011,BEARSPAW,Assault
1,2,Q1,2011,BEARSPAW,Break and Enter
1,3,Q1,2011,BEARSPAW,Break and Enter
1,1,Q1,2011,BEARSPAW,Theft From Vehicle
4,10,Q4,2011,BEARSPAW,Theft From Vehicle
1,11,Q4,2011,BEARSPAW,Theft From Vehicle
2,12,Q4,2011,BEARSPAW,Theft From Vehicle
1,1,Q1,2011,BEAUMARIS,Assault
2,2,Q1,2011,BEAUMARIS,Assault
1,3,Q1,2011,BEAUMARIS,Assault
1,4,Q2,2011,BEAUMARIS,Assault
1,7,Q3,2011,BEAUMARIS,Assault
1,8,Q3,2011,BEAUMARIS,Assault
1,10,Q4,2011,BEAUMARIS,Assault
2,1,Q1,2011,BEAUMARIS,Break and Enter
1,2,Q1,2011,BEAUMARIS,Break and Enter
1,3,Q1,2011,BEAUMARIS,Break and Enter
7,4,Q2,2011,BEAUMARIS,Break and Enter
1,5,Q2,2011,BEAUMARIS,Break and Enter
1,7,Q3,2011,BEAUMARIS,Break and Enter
1,9,Q3,2011,BEAUMARIS,Break and Enter
1,10,Q4,2011,BEAUMARIS,Break and Enter
1,11,Q4,2011,BEAUMARIS,Break and Enter
1,12,Q4,2011,BEAUMARIS,Break and Enter
1,5,Q2,2011,BEAUMARIS,Robbery
2,9,Q3,2011,BEAUMARIS,Robbery
1,7,Q3,2011,BEAUMARIS,Sexual Assaults
1,8,Q3,2011,BEAUMARIS,Sexual Assaults
2,2,Q1,2011,BEAUMARIS,Theft From Vehicle
2,4,Q2,2011,BEAUMARIS,Theft From Vehicle
1,5,Q2,2011,BEAUMARIS,Theft From Vehicle
3,6,Q2,2011,BEAUMARIS,Theft From Vehicle
4,7,Q3,2011,BEAUMARIS,Theft From Vehicle
5,8,Q3,2011,BEAUMARIS,Theft From Vehicle
1,9,Q3,2011,BEAUMARIS,Theft From Vehicle
1,11,Q4,2011,BEAUMARIS,Theft From Vehicle
1,12,Q4,2011,BEAUMARIS,Theft From Vehicle
1,1,Q1,2011,BEAUMARIS,Theft Of Vehicle
2,2,Q1,2011,BEAUMARIS,Theft Of Vehicle
2,3,Q1,2011,BEAUMARIS,Theft Of Vehicle
1,4,Q2,2011,BEAUMARIS,Theft Of Vehicle
2,5,Q2,2011,BEAUMARIS,Theft Of Vehicle
1,6,Q2,2011,BEAUMARIS,Theft Of Vehicle
2,7,Q3,2011,BEAUMARIS,Theft Of Vehicle
2,9,Q3,2011,BEAUMARIS,Theft Of Vehicle
1,11,Q4,2011,BEAUMARIS,Theft Of Vehicle
1,1,Q1,2011,BELGRAVIA,Assault
2,2,Q1,2011,BELGRAVIA,Break and Enter
1,3,Q1,2011,BELGRAVIA,Break and Enter
1,5,Q2,2011,BELGRAVIA,Break and Enter
1,8,Q3,2011,BELGRAVIA,Break and Enter
1,9,Q3,2011,BELGRAVIA,Break and Enter
2,10,Q4,2011,BELGRAVIA,Break and Enter
2,11,Q4,2011,BELGRAVIA,Break and Enter
1,6,Q2,2011,BELGRAVIA,Sexual Assaults
2,7,Q3,2011,BELGRAVIA,Theft From Vehicle
1,10,Q4,2011,BELGRAVIA,Theft From Vehicle
1,1,Q1,2011,BELGRAVIA,Theft Of Vehicle
1,3,Q1,2011,BELGRAVIA,Theft Of Vehicle
2,8,Q3,2011,BELGRAVIA,Theft Of Vehicle
1,11,Q4,2011,BELGRAVIA,Theft Of Vehicle
1,5,Q2,2011,BELLE RIVE,Assault
1,8,Q3,2011,BELLE RIVE,Assault
1,10,Q4,2011,BELLE RIVE,Assault
1,11,Q4,2011,BELLE RIVE,Assault
1,12,Q4,2011,BELLE RIVE,Assault
1,2,Q1,2011,BELLE RIVE,Break and Enter
1,7,Q3,2011,BELLE RIVE,Break and Enter
1,10,Q4,2011,BELLE RIVE,Break and Enter
2,11,Q4,2011,BELLE RIVE,Break and Enter
2,2,Q1,2011,BELLE RIVE,Robbery
1,3,Q1,2011,BELLE RIVE,Robbery
1,1,Q1,2011,BELLE RIVE,Sexual Assaults
1,2,Q1,2011,BELLE RIVE,Theft From Vehicle
1,3,Q1,2011,BELLE RIVE,Theft From Vehicle
1,5,Q2,2011,BELLE RIVE,Theft From Vehicle
2,7,Q3,2011,BELLE RIVE,Theft From Vehicle
3,9,Q3,2011,BELLE RIVE,Theft From Vehicle
1,12,Q4,2011,BELLE RIVE,Theft From Vehicle
1,4,Q2,2011,BELLE RIVE,Theft Of Vehicle
1,11,Q4,2011,BELLE RIVE,Theft Of Vehicle
1,5,Q2,2011,BELLE RIVE,Theft Over $5000
1,1,Q1,2011,BELLEVUE,Assault
1,3,Q1,2011,BELLEVUE,Assault
1,4,Q2,2011,BELLEVUE,Assault
2,6,Q2,2011,BELLEVUE,Assault
1,7,Q3,2011,BELLEVUE,Assault
1,8,Q3,2011,BELLEVUE,Assault
1,9,Q3,2011,BELLEVUE,Assault
1,10,Q4,2011,BELLEVUE,Assault
2,11,Q4,2011,BELLEVUE,Assault
1,12,Q4,2011,BELLEVUE,Assault
2,1,Q1,2011,BELLEVUE,Break and Enter
2,6,Q2,2011,BELLEVUE,Break and Enter
1,10,Q4,2011,BELLEVUE,Break and Enter
1,12,Q4,2011,BELLEVUE,Break and Enter
1,2,Q1,2011,BELLEVUE,Sexual Assaults
1,5,Q2,2011,BELLEVUE,Sexual Assaults
1,9,Q3,2011,BELLEVUE,Sexual Assaults
1,3,Q1,2011,BELLEVUE,Theft From Vehicle
2,4,Q2,2011,BELLEVUE,Theft From Vehicle
1,5,Q2,2011,BELLEVUE,Theft From Vehicle
2,6,Q2,2011,BELLEVUE,Theft From Vehicle
2,7,Q3,2011,BELLEVUE,Theft From Vehicle
1,8,Q3,2011,BELLEVUE,Theft From Vehicle
3,9,Q3,2011,BELLEVUE,Theft From Vehicle
2,10,Q4,2011,BELLEVUE,Theft From Vehicle
1,11,Q4,2011,BELLEVUE,Theft From Vehicle
1,12,Q4,2011,BELLEVUE,Theft From Vehicle
1,1,Q1,2011,BELLEVUE,Theft Of Vehicle
3,7,Q3,2011,BELLEVUE,Theft Of Vehicle
1,10,Q4,2011,BELLEVUE,Theft Of Vehicle
1,11,Q4,2011,BELLEVUE,Theft Of Vehicle
1,12,Q4,2011,BELLEVUE,Theft Of Vehicle
1,1,Q1,2011,BELMEAD,Assault
1,2,Q1,2011,BELMEAD,Assault
1,3,Q1,2011,BELMEAD,Assault
1,5,Q2,2011,BELMEAD,Assault
2,6,Q2,2011,BELMEAD,Assault
2,7,Q3,2011,BELMEAD,Assault
3,8,Q3,2011,BELMEAD,Assault
1,9,Q3,2011,BELMEAD,Assault
1,10,Q4,2011,BELMEAD,Assault
3,11,Q4,2011,BELMEAD,Assault
1,12,Q4,2011,BELMEAD,Assault
1,3,Q1,2011,BELMEAD,Break and Enter
2,4,Q2,2011,BELMEAD,Break and Enter
1,5,Q2,2011,BELMEAD,Break and Enter
2,7,Q3,2011,BELMEAD,Break and Enter
1,8,Q3,2011,BELMEAD,Break and Enter
2,10,Q4,2011,BELMEAD,Break and Enter
1,12,Q4,2011,BELMEAD,Break and Enter
1,6,Q2,2011,BELMEAD,Robbery
1,8,Q3,2011,BELMEAD,Robbery
1,11,Q4,2011,BELMEAD,Robbery
1,7,Q3,2011,BELMEAD,Sexual Assaults
3,8,Q3,2011,BELMEAD,Sexual Assaults
1,1,Q1,2011,BELMEAD,Theft From Vehicle
1,2,Q1,2011,BELMEAD,Theft From Vehicle
1,3,Q1,2011,BELMEAD,Theft From Vehicle
1,4,Q2,2011,BELMEAD,Theft From Vehicle
3,5,Q2,2011,BELMEAD,Theft From Vehicle
3,6,Q2,2011,BELMEAD,Theft From Vehicle
1,7,Q3,2011,BELMEAD,Theft From Vehicle
2,8,Q3,2011,BELMEAD,Theft From Vehicle
2,9,Q3,2011,BELMEAD,Theft From Vehicle
2,10,Q4,2011,BELMEAD,Theft From Vehicle
6,11,Q4,2011,BELMEAD,Theft From Vehicle
2,2,Q1,2011,BELMEAD,Theft Of Vehicle
1,3,Q1,2011,BELMEAD,Theft Of Vehicle
2,4,Q2,2011,BELMEAD,Theft Of Vehicle
1,8,Q3,2011,BELMEAD,Theft Of Vehicle
1,9,Q3,2011,BELMEAD,Theft Of Vehicle
2,10,Q4,2011,BELMEAD,Theft Of Vehicle
1,11,Q4,2011,BELMEAD,Theft Of Vehicle
1,12,Q4,2011,BELMEAD,Theft Of Vehicle
1,6,Q2,2011,BELMEAD,Theft Over $5000
1,7,Q3,2011,BELMEAD,Theft Over $5000
4,1,Q1,2011,BELMONT,Assault
2,2,Q1,2011,BELMONT,Assault
2,3,Q1,2011,BELMONT,Assault
4,5,Q2,2011,BELMONT,Assault
3,6,Q2,2011,BELMONT,Assault
1,7,Q3,2011,BELMONT,Assault
2,8,Q3,2011,BELMONT,Assault
2,10,Q4,2011,BELMONT,Assault
2,11,Q4,2011,BELMONT,Assault
4,12,Q4,2011,BELMONT,Assault
1,2,Q1,2011,BELMONT,Break and Enter
1,4,Q2,2011,BELMONT,Break and Enter
1,6,Q2,2011,BELMONT,Break and Enter
1,7,Q3,2011,BELMONT,Break and Enter
2,8,Q3,2011,BELMONT,Break and Enter
1,9,Q3,2011,BELMONT,Break and Enter
2,11,Q4,2011,BELMONT,Break and Enter
1,12,Q4,2011,BELMONT,Break and Enter
2,3,Q1,2011,BELMONT,Robbery
1,6,Q2,2011,BELMONT,Robbery
1,9,Q3,2011,BELMONT,Robbery
1,10,Q4,2011,BELMONT,Robbery
2,1,Q1,2011,BELMONT,Sexual Assaults
1,9,Q3,2011,BELMONT,Sexual Assaults
2,10,Q4,2011,BELMONT,Sexual Assaults
1,12,Q4,2011,BELMONT,Sexual Assaults
2,4,Q2,2011,BELMONT,Theft From Vehicle
3,5,Q2,2011,BELMONT,Theft From Vehicle
8,6,Q2,2011,BELMONT,Theft From Vehicle
4,7,Q3,2011,BELMONT,Theft From Vehicle
4,8,Q3,2011,BELMONT,Theft From Vehicle
3,9,Q3,2011,BELMONT,Theft From Vehicle
2,10,Q4,2011,BELMONT,Theft From Vehicle
2,11,Q4,2011,BELMONT,Theft From Vehicle
2,12,Q4,2011,BELMONT,Theft From Vehicle
2,1,Q1,2011,BELMONT,Theft Of Vehicle
1,4,Q2,2011,BELMONT,Theft Of Vehicle
1,5,Q2,2011,BELMONT,Theft Of Vehicle
3,6,Q2,2011,BELMONT,Theft Of Vehicle
1,7,Q3,2011,BELMONT,Theft Of Vehicle
1,8,Q3,2011,BELMONT,Theft Of Vehicle
2,9,Q3,2011,BELMONT,Theft Of Vehicle
2,10,Q4,2011,BELMONT,Theft Of Vehicle
1,11,Q4,2011,BELMONT,Theft Of Vehicle
1,12,Q4,2011,BELMONT,Theft Of Vehicle
9,1,Q1,2011,BELVEDERE,Assault
1,2,Q1,2011,BELVEDERE,Assault
7,3,Q1,2011,BELVEDERE,Assault
6,4,Q2,2011,BELVEDERE,Assault
10,5,Q2,2011,BELVEDERE,Assault
3,6,Q2,2011,BELVEDERE,Assault
6,7,Q3,2011,BELVEDERE,Assault
7,8,Q3,2011,BELVEDERE,Assault
5,9,Q3,2011,BELVEDERE,Assault
7,10,Q4,2011,BELVEDERE,Assault
8,11,Q4,2011,BELVEDERE,Assault
13,12,Q4,2011,BELVEDERE,Assault
2,1,Q1,2011,BELVEDERE,Break and Enter
2,2,Q1,2011,BELVEDERE,Break and Enter
3,3,Q1,2011,BELVEDERE,Break and Enter
3,4,Q2,2011,BELVEDERE,Break and Enter
3,5,Q2,2011,BELVEDERE,Break and Enter
4,6,Q2,2011,BELVEDERE,Break and Enter
6,7,Q3,2011,BELVEDERE,Break and Enter
6,8,Q3,2011,BELVEDERE,Break and Enter
1,9,Q3,2011,BELVEDERE,Break and Enter
9,10,Q4,2011,BELVEDERE,Break and Enter
4,11,Q4,2011,BELVEDERE,Break and Enter
2,12,Q4,2011,BELVEDERE,Break and Enter
1,5,Q2,2011,BELVEDERE,Homicide
4,1,Q1,2011,BELVEDERE,Robbery
1,2,Q1,2011,BELVEDERE,Robbery
1,3,Q1,2011,BELVEDERE,Robbery
4,4,Q2,2011,BELVEDERE,Robbery
2,5,Q2,2011,BELVEDERE,Robbery
2,6,Q2,2011,BELVEDERE,Robbery
1,7,Q3,2011,BELVEDERE,Robbery
1,8,Q3,2011,BELVEDERE,Robbery
1,9,Q3,2011,BELVEDERE,Robbery
1,11,Q4,2011,BELVEDERE,Robbery
1,2,Q1,2011,BELVEDERE,Sexual Assaults
1,3,Q1,2011,BELVEDERE,Sexual Assaults
1,4,Q2,2011,BELVEDERE,Sexual Assaults
2,5,Q2,2011,BELVEDERE,Sexual Assaults
2,7,Q3,2011,BELVEDERE,Sexual Assaults
1,9,Q3,2011,BELVEDERE,Sexual Assaults
2,10,Q4,2011,BELVEDERE,Sexual Assaults
4,1,Q1,2011,BELVEDERE,Theft From Vehicle
4,2,Q1,2011,BELVEDERE,Theft From Vehicle
1,3,Q1,2011,BELVEDERE,Theft From Vehicle
8,4,Q2,2011,BELVEDERE,Theft From Vehicle
4,5,Q2,2011,BELVEDERE,Theft From Vehicle
7,6,Q2,2011,BELVEDERE,Theft From Vehicle
7,7,Q3,2011,BELVEDERE,Theft From Vehicle
9,8,Q3,2011,BELVEDERE,Theft From Vehicle
9,9,Q3,2011,BELVEDERE,Theft From Vehicle
3,10,Q4,2011,BELVEDERE,Theft From Vehicle
9,11,Q4,2011,BELVEDERE,Theft From Vehicle
6,12,Q4,2011,BELVEDERE,Theft From Vehicle
4,1,Q1,2011,BELVEDERE,Theft Of Vehicle
2,2,Q1,2011,BELVEDERE,Theft Of Vehicle
4,3,Q1,2011,BELVEDERE,Theft Of Vehicle
4,4,Q2,2011,BELVEDERE,Theft Of Vehicle
4,5,Q2,2011,BELVEDERE,Theft Of Vehicle
11,6,Q2,2011,BELVEDERE,Theft Of Vehicle
6,7,Q3,2011,BELVEDERE,Theft Of Vehicle
5,8,Q3,2011,BELVEDERE,Theft Of Vehicle
8,9,Q3,2011,BELVEDERE,Theft Of Vehicle
6,10,Q4,2011,BELVEDERE,Theft Of Vehicle
3,11,Q4,2011,BELVEDERE,Theft Of Vehicle
3,12,Q4,2011,BELVEDERE,Theft Of Vehicle
1,10,Q4,2011,BELVEDERE,Theft Over $5000
1,1,Q1,2011,BERGMAN,Assault
2,3,Q1,2011,BERGMAN,Assault
2,1,Q1,2011,BERGMAN,Break and Enter
1,2,Q1,2011,BERGMAN,Break and Enter
2,3,Q1,2011,BERGMAN,Break and Enter
1,7,Q3,2011,BERGMAN,Break and Enter
1,8,Q3,2011,BERGMAN,Break and Enter
1,10,Q4,2011,BERGMAN,Break and Enter
1,12,Q4,2011,BERGMAN,Break and Enter
1,4,Q2,2011,BERGMAN,Sexual Assaults
1,2,Q1,2011,BERGMAN,Theft From Vehicle
3,5,Q2,2011,BERGMAN,Theft From Vehicle
1,7,Q3,2011,BERGMAN,Theft From Vehicle
1,8,Q3,2011,BERGMAN,Theft From Vehicle
1,9,Q3,2011,BERGMAN,Theft From Vehicle
2,10,Q4,2011,BERGMAN,Theft From Vehicle
1,11,Q4,2011,BERGMAN,Theft From Vehicle
1,3,Q1,2011,BERGMAN,Theft Of Vehicle
2,4,Q2,2011,BERGMAN,Theft Of Vehicle
1,5,Q2,2011,BERGMAN,Theft Of Vehicle
1,7,Q3,2011,BERGMAN,Theft Of Vehicle
1,10,Q4,2011,BERGMAN,Theft Of Vehicle
1,12,Q4,2011,BERGMAN,Theft Of Vehicle
2,1,Q1,2011,BEVERLY HEIGHTS,Assault
4,3,Q1,2011,BEVERLY HEIGHTS,Assault
2,4,Q2,2011,BEVERLY HEIGHTS,Assault
5,5,Q2,2011,BEVERLY HEIGHTS,Assault
6,6,Q2,2011,BEVERLY HEIGHTS,Assault
3,7,Q3,2011,BEVERLY HEIGHTS,Assault
5,8,Q3,2011,BEVERLY HEIGHTS,Assault
3,9,Q3,2011,BEVERLY HEIGHTS,Assault
3,10,Q4,2011,BEVERLY HEIGHTS,Assault
2,11,Q4,2011,BEVERLY HEIGHTS,Assault
2,12,Q4,2011,BEVERLY HEIGHTS,Assault
1,1,Q1,2011,BEVERLY HEIGHTS,Break and Enter
3,3,Q1,2011,BEVERLY HEIGHTS,Break and Enter
3,4,Q2,2011,BEVERLY HEIGHTS,Break and Enter
3,5,Q2,2011,BEVERLY HEIGHTS,Break and Enter
1,6,Q2,2011,BEVERLY HEIGHTS,Break and Enter
2,8,Q3,2011,BEVERLY HEIGHTS,Break and Enter
2,9,Q3,2011,BEVERLY HEIGHTS,Break and Enter
5,10,Q4,2011,BEVERLY HEIGHTS,Break and Enter
3,11,Q4,2011,BEVERLY HEIGHTS,Break and Enter
1,12,Q4,2011,BEVERLY HEIGHTS,Break and Enter
1,2,Q1,2011,BEVERLY HEIGHTS,Robbery
1,3,Q1,2011,BEVERLY HEIGHTS,Robbery
2,5,Q2,2011,BEVERLY HEIGHTS,Robbery
1,8,Q3,2011,BEVERLY HEIGHTS,Robbery
1,10,Q4,2011,BEVERLY HEIGHTS,Sexual Assaults
1,2,Q1,2011,BEVERLY HEIGHTS,Theft From Vehicle
3,3,Q1,2011,BEVERLY HEIGHTS,Theft From Vehicle
1,4,Q2,2011,BEVERLY HEIGHTS,Theft From Vehicle
1,5,Q2,2011,BEVERLY HEIGHTS,Theft From Vehicle
2,6,Q2,2011,BEVERLY HEIGHTS,Theft From Vehicle
1,7,Q3,2011,BEVERLY HEIGHTS,Theft From Vehicle
1,8,Q3,2011,BEVERLY HEIGHTS,Theft From Vehicle
4,9,Q3,2011,BEVERLY HEIGHTS,Theft From Vehicle
5,10,Q4,2011,BEVERLY HEIGHTS,Theft From Vehicle
2,11,Q4,2011,BEVERLY HEIGHTS,Theft From Vehicle
1,12,Q4,2011,BEVERLY HEIGHTS,Theft From Vehicle
2,1,Q1,2011,BEVERLY HEIGHTS,Theft Of Vehicle
2,2,Q1,2011,BEVERLY HEIGHTS,Theft Of Vehicle
3,3,Q1,2011,BEVERLY HEIGHTS,Theft Of Vehicle
2,4,Q2,2011,BEVERLY HEIGHTS,Theft Of Vehicle
2,6,Q2,2011,BEVERLY HEIGHTS,Theft Of Vehicle
1,7,Q3,2011,BEVERLY HEIGHTS,Theft Of Vehicle
3,8,Q3,2011,BEVERLY HEIGHTS,Theft Of Vehicle
2,10,Q4,2011,BEVERLY HEIGHTS,Theft Of Vehicle
2,11,Q4,2011,BEVERLY HEIGHTS,Theft Of Vehicle
3,12,Q4,2011,BEVERLY HEIGHTS,Theft Of Vehicle
1,1,Q1,2011,BISSET,Assault
3,2,Q1,2011,BISSET,Assault
1,3,Q1,2011,BISSET,Assault
1,5,Q2,2011,BISSET,Assault
1,6,Q2,2011,BISSET,Assault
1,9,Q3,2011,BISSET,Assault
1,10,Q4,2011,BISSET,Assault
1,12,Q4,2011,BISSET,Assault
2,5,Q2,2011,BISSET,Break and Enter
3,6,Q2,2011,BISSET,Break and Enter
2,7,Q3,2011,BISSET,Break and Enter
2,8,Q3,2011,BISSET,Break and Enter
1,10,Q4,2011,BISSET,Break and Enter
1,11,Q4,2011,BISSET,Break and Enter
1,6,Q2,2011,BISSET,Sexual Assaults
3,1,Q1,2011,BISSET,Theft From Vehicle
1,2,Q1,2011,BISSET,Theft From Vehicle
1,4,Q2,2011,BISSET,Theft From Vehicle
1,5,Q2,2011,BISSET,Theft From Vehicle
1,6,Q2,2011,BISSET,Theft From Vehicle
6,7,Q3,2011,BISSET,Theft From Vehicle
2,8,Q3,2011,BISSET,Theft From Vehicle
4,9,Q3,2011,BISSET,Theft From Vehicle
2,10,Q4,2011,BISSET,Theft From Vehicle
5,11,Q4,2011,BISSET,Theft From Vehicle
2,12,Q4,2011,BISSET,Theft From Vehicle
1,2,Q1,2011,BISSET,Theft Of Vehicle
1,3,Q1,2011,BISSET,Theft Of Vehicle
2,5,Q2,2011,BISSET,Theft Of Vehicle
1,6,Q2,2011,BISSET,Theft Of Vehicle
1,7,Q3,2011,BISSET,Theft Of Vehicle
2,11,Q4,2011,BISSET,Theft Of Vehicle
1,12,Q4,2011,BISSET,Theft Of Vehicle
1,1,Q1,2011,BLACKBURNE,Theft From Vehicle
1,2,Q1,2011,BLACKBURNE,Theft From Vehicle
1,4,Q2,2011,BLACKBURNE,Theft Of Vehicle
1,12,Q4,2011,BLACKBURNE,Theft Of Vehicle
1,5,Q2,2011,BLACKMUD CREEK,Assault
1,6,Q2,2011,BLACKMUD CREEK,Assault
1,1,Q1,2011,BLACKMUD CREEK,Break and Enter
1,4,Q2,2011,BLACKMUD CREEK,Break and Enter
2,5,Q2,2011,BLACKMUD CREEK,Break and Enter
4,7,Q3,2011,BLACKMUD CREEK,Break and Enter
1,9,Q3,2011,BLACKMUD CREEK,Break and Enter
1,11,Q4,2011,BLACKMUD CREEK,Break and Enter
1,3,Q1,2011,BLACKMUD CREEK,Robbery
2,4,Q2,2011,BLACKMUD CREEK,Theft From Vehicle
1,6,Q2,2011,BLACKMUD CREEK,Theft From Vehicle
3,7,Q3,2011,BLACKMUD CREEK,Theft From Vehicle
1,8,Q3,2011,BLACKMUD CREEK,Theft From Vehicle
1,10,Q4,2011,BLACKMUD CREEK,Theft From Vehicle
2,11,Q4,2011,BLACKMUD CREEK,Theft From Vehicle
2,12,Q4,2011,BLACKMUD CREEK,Theft From Vehicle
1,7,Q3,2011,BLACKMUD CREEK,Theft Of Vehicle
1,9,Q3,2011,BLACKMUD CREEK,Theft Of Vehicle
2,12,Q4,2011,BLACKMUD CREEK,Theft Of Vehicle
1,6,Q2,2011,BLACKMUD CREEK,Theft Over $5000
2,1,Q1,2011,BLUE QUILL,Assault
1,3,Q1,2011,BLUE QUILL,Assault
2,4,Q2,2011,BLUE QUILL,Assault
1,5,Q2,2011,BLUE QUILL,Assault
1,6,Q2,2011,BLUE QUILL,Assault
1,7,Q3,2011,BLUE QUILL,Assault
4,8,Q3,2011,BLUE QUILL,Assault
1,10,Q4,2011,BLUE QUILL,Assault
2,12,Q4,2011,BLUE QUILL,Assault
1,1,Q1,2011,BLUE QUILL,Break and Enter
1,2,Q1,2011,BLUE QUILL,Break and Enter
3,3,Q1,2011,BLUE QUILL,Break and Enter
2,4,Q2,2011,BLUE QUILL,Break and Enter
5,5,Q2,2011,BLUE QUILL,Break and Enter
3,6,Q2,2011,BLUE QUILL,Break and Enter
3,7,Q3,2011,BLUE QUILL,Break and Enter
3,8,Q3,2011,BLUE QUILL,Break and Enter
2,10,Q4,2011,BLUE QUILL,Break and Enter
2,11,Q4,2011,BLUE QUILL,Break and Enter
2,12,Q4,2011,BLUE QUILL,Break and Enter
3,8,Q3,2011,BLUE QUILL,Robbery
1,9,Q3,2011,BLUE QUILL,Robbery
