NEIGHBOURHOOD,STRUCTURE_TYPE,POPULATION
RURAL NORTH EAST NORTH STURGEON,Single-detached house,251
RURAL NORTH EAST NORTH STURGEON,Duplex/triplex/fourplex,0
RURAL NORTH EAST NORTH STURGEON,Row house,0
RURAL NORTH EAST NORTH STURGEON,Apartment with 5 or more stories,0
RURAL NORTH EAST NORTH STURGEON,Apartment with less than 5 stories,0
RURAL NORTH EAST NORTH STURGEON,Manufactured home/mobile home,10
RURAL NORTH EAST NORTH STURGEON,Rooming house/collective residence,248
RURAL NORTH EAST NORTH STURGEON,Hotel or motel,0
RURAL NORTH EAST NORTH STURGEON,Other residential,0
RURAL NORTH EAST NORTH STURGEON,No Response,0
RURAL NORTH EAST SOUTH STURGEON,Single-detached house,594
RURAL NORTH EAST SOUTH STURGEON,Duplex/triplex/fourplex,0
RURAL NORTH EAST SOUTH STURGEON,Row house,0
RURAL NORTH EAST SOUTH STURGEON,Apartment with 5 or more stories,0
RURAL NORTH EAST SOUTH STURGEON,Apartment with less than 5 stories,0
RURAL NORTH EAST SOUTH STURGEON,Manufactured home/mobile home,14
RURAL NORTH EAST SOUTH STURGEON,Rooming house/collective residence,0
RURAL NORTH EAST SOUTH STURGEON,Hotel or motel,0
RURAL NORTH EAST SOUTH STURGEON,Other residential,0
RURAL NORTH EAST SOUTH STURGEON,No Response,0
RURAL NORTH WEST,Single-detached house,44
RURAL NORTH WEST,Duplex/triplex/fourplex,0
RURAL NORTH WEST,Row house,0
RURAL NORTH WEST,Apartment with 5 or more stories,0
RURAL NORTH WEST,Apartment with less than 5 stories,0
RURAL NORTH WEST,Manufactured home/mobile home,4
RURAL NORTH WEST,Rooming house/collective residence,95
RURAL NORTH WEST,Hotel or motel,0
RURAL NORTH WEST,Other residential,0
RURAL NORTH WEST,No Response,0
RURAL SOUTH EAST,Single-detached house,263
RURAL SOUTH EAST,Duplex/triplex/fourplex,0
RURAL SOUTH EAST,Row house,0
RURAL SOUTH EAST,Apartment with 5 or more stories,0
RURAL SOUTH EAST,Apartment with less than 5 stories,0
RURAL SOUTH EAST,Manufactured home/mobile home,0
RURAL SOUTH EAST,Rooming house/collective residence,7
RURAL SOUTH EAST,Hotel or motel,0
RURAL SOUTH EAST,Other residential,0
RURAL SOUTH EAST,No Response,0
RURAL WEST,Single-detached house,541
RURAL WEST,Duplex/triplex/fourplex,64
RURAL WEST,Row house,0
RURAL WEST,Apartment with 5 or more stories,0
RURAL WEST,Apartment with less than 5 stories,6
RURAL WEST,Manufactured home/mobile home,0
RURAL WEST,Rooming house/collective residence,0
RURAL WEST,Hotel or motel,0
RURAL WEST,Other residential,0
RURAL WEST,No Response,0
RURAL WEST BIG LAKE,Single-detached house,170
RURAL WEST BIG LAKE,Duplex/triplex/fourplex,0
RURAL WEST BIG LAKE,Row house,0
RURAL WEST BIG LAKE,Apartment with 5 or more stories,0
RURAL WEST BIG LAKE,Apartment with less than 5 stories,0
RURAL WEST BIG LAKE,Manufactured home/mobile home,2
RURAL WEST BIG LAKE,Rooming house/collective residence,0
RURAL WEST BIG LAKE,Hotel or motel,0
RURAL WEST BIG LAKE,Other residential,0
RURAL WEST BIG LAKE,No Response,0
RUTHERFORD,Single-detached house,4446
RUTHERFORD,Duplex/triplex/fourplex,1113
RUTHERFORD,Row house,95
RUTHERFORD,Apartment with 5 or more stories,0
RUTHERFORD,Apartment with less than 5 stories,867
RUTHERFORD,Manufactured home/mobile home,0
RUTHERFORD,Rooming house/collective residence,0
RUTHERFORD,Hotel or motel,0
RUTHERFORD,Other residential,0
RUTHERFORD,No Response,0
SAKAW,Single-detached house,3096
SAKAW,Duplex/triplex/fourplex,439
SAKAW,Apartment with 5 or more stories,4
SAKAW,Apartment with less than 5 stories,110
SAKAW,Manufactured home/mobile home,2
SAKAW,Rooming house/collective residence,0
SAKAW,Hotel or motel,0
SAKAW,Other residential,0
SAKAW,No Response,0
SATOO,Single-detached house,2663
SATOO,Duplex/triplex/fourplex,79
SATOO,Row house,737
SATOO,Apartment with 5 or more stories,0
SATOO,Apartment with less than 5 stories,11
SATOO,Manufactured home/mobile home,0
SATOO,Rooming house/collective residence,0
SATOO,Hotel or motel,0
SATOO,Other residential,0
SATOO,No Response,0
SCHONSEE,Single-detached house,930
SCHONSEE,Duplex/triplex/fourplex,0
SCHONSEE,Row house,0
SCHONSEE,Apartment with 5 or more stories,0
SCHONSEE,Apartment with less than 5 stories,0
SCHONSEE,Manufactured home/mobile home,0
SCHONSEE,Rooming house/collective residence,0
SCHONSEE,Hotel or motel,0
SCHONSEE,Other residential,0
SCHONSEE,No Response,0
SECORD,Single-detached house,280
SECORD,Duplex/triplex/fourplex,0
SECORD,Row house,0
SECORD,Apartment with 5 or more stories,0
SECORD,Apartment with less than 5 stories,0
SECORD,Manufactured home/mobile home,0
SECORD,Rooming house/collective residence,0
SECORD,Hotel or motel,8
SECORD,Other residential,0
SECORD,No Response,0
SHEFFIELD INDUSTRIAL,Single-detached house,0
SHEFFIELD INDUSTRIAL,Duplex/triplex/fourplex,0
SHEFFIELD INDUSTRIAL,Row house,0
SHEFFIELD INDUSTRIAL,Apartment with 5 or more stories,0
SHEFFIELD INDUSTRIAL,Apartment with less than 5 stories,0
SHEFFIELD INDUSTRIAL,Manufactured home/mobile home,0
SHEFFIELD INDUSTRIAL,Rooming house/collective residence,0
SHEFFIELD INDUSTRIAL,Hotel or motel,0
SHEFFIELD INDUSTRIAL,Other residential,0
SHEFFIELD INDUSTRIAL,No Response,0
SHERBROOKE,Single-detached house,1807
SHERBROOKE,Duplex/triplex/fourplex,436
SHERBROOKE,Row house,0
SHERBROOKE,Apartment with 5 or more stories,0
SHERBROOKE,Apartment with less than 5 stories,228
SHERBROOKE,Manufactured home/mobile home,0
SHERBROOKE,Rooming house/collective residence,0
SHERBROOKE,Hotel or motel,0
SHERBROOKE,Other residential,0
SHERBROOKE,No Response,0
SHERWOOD,Single-detached house,827
SHERWOOD,Duplex/triplex/fourplex,83
SHERWOOD,Row house,36
SHERWOOD,Apartment with 5 or more stories,0
SHERWOOD,Apartment with less than 5 stories,333
SHERWOOD,Manufactured home/mobile home,0
SHERWOOD,Rooming house/collective residence,0
SHERWOOD,Hotel or motel,0
SHERWOOD,Other residential,2
SHERWOOD,No Response,0
SIFTON PARK,Single-detached house,770
SIFTON PARK,Duplex/triplex/fourplex,92
SIFTON PARK,Row house,423
SIFTON PARK,Apartment with 5 or more stories,1
SIFTON PARK,Apartment with less than 5 stories,1078
SIFTON PARK,Manufactured home/mobile home,0
SIFTON PARK,Rooming house/collective residence,0
SIFTON PARK,Hotel or motel,0
SIFTON PARK,Other residential,0
SIFTON PARK,No Response,0
SILVER BERRY,Single-detached house,4935
SILVER BERRY,Duplex/triplex/fourplex,993
SILVER BERRY,Row house,491
SILVER BERRY,Apartment with 5 or more stories,0
SILVER BERRY,Apartment with less than 5 stories,99
SILVER BERRY,Manufactured home/mobile home,0
SILVER BERRY,Rooming house/collective residence,0
SILVER BERRY,Hotel or motel,0
SILVER BERRY,Other residential,0
SILVER BERRY,No Response,0
SKYRATTLER,Single-detached house,530
SKYRATTLER,Duplex/triplex/fourplex,109
SKYRATTLER,Row house,301
SKYRATTLER,Apartment with 5 or more stories,2
SKYRATTLER,Apartment with less than 5 stories,1201
SKYRATTLER,Manufactured home/mobile home,0
SKYRATTLER,Rooming house/collective residence,0
SKYRATTLER,Hotel or motel,0
SKYRATTLER,Other residential,0
SKYRATTLER,No Response,0
SOUTH EDMONTON COMMON,Single-detached house,0
SOUTH EDMONTON COMMON,Duplex/triplex/fourplex,0
SOUTH EDMONTON COMMON,Row house,0
SOUTH EDMONTON COMMON,Apartment with 5 or more stories,0
SOUTH EDMONTON COMMON,Apartment with less than 5 stories,0
SOUTH EDMONTON COMMON,Manufactured home/mobile home,0
SOUTH EDMONTON COMMON,Rooming house/collective residence,0
SOUTH EDMONTON COMMON,Hotel or motel,0
SOUTH EDMONTON COMMON,Other residential,0
SOUTH EDMONTON COMMON,No Response,0
SPRUCE AVENUE,Single-detached house,1313
SPRUCE AVENUE,Duplex/triplex/fourplex,66
SPRUCE AVENUE,Row house,269
SPRUCE AVENUE,Apartment with 5 or more stories,67
SPRUCE AVENUE,Apartment with less than 5 stories,440
SPRUCE AVENUE,Manufactured home/mobile home,0
SPRUCE AVENUE,Rooming house/collective residence,0
SPRUCE AVENUE,Hotel or motel,0
SPRUCE AVENUE,Other residential,0
SPRUCE AVENUE,No Response,0
STEINHAUER,Single-detached house,1641
STEINHAUER,Duplex/triplex/fourplex,6
STEINHAUER,Row house,510
STEINHAUER,Apartment with 5 or more stories,0
STEINHAUER,Apartment with less than 5 stories,0
STEINHAUER,Manufactured home/mobile home,0
STEINHAUER,Rooming house/collective residence,5
STEINHAUER,Hotel or motel,0
STEINHAUER,Other residential,5
STEINHAUER,No Response,0
STONE INDUSTRIAL,Single-detached house,0
STONE INDUSTRIAL,Duplex/triplex/fourplex,0
STONE INDUSTRIAL,Row house,0
STONE INDUSTRIAL,Apartment with 5 or more stories,0
STONE INDUSTRIAL,Apartment with less than 5 stories,0
STONE INDUSTRIAL,Manufactured home/mobile home,0
STONE INDUSTRIAL,Rooming house/collective residence,0
STONE INDUSTRIAL,Hotel or motel,0
STONE INDUSTRIAL,Other residential,0
STONE INDUSTRIAL,No Response,0
STRATHCONA,Single-detached house,2781
STRATHCONA,Duplex/triplex/fourplex,473
STRATHCONA,Row house,45
STRATHCONA,Apartment with 5 or more stories,2090
STRATHCONA,Apartment with less than 5 stories,3461
STRATHCONA,Manufactured home/mobile home,0
STRATHCONA,Rooming house/collective residence,73
STRATHCONA,Hotel or motel,0
STRATHCONA,Other residential,0
STRATHCONA,No Response,0
STRATHEARN,Single-detached house,1408
STRATHEARN,Duplex/triplex/fourplex,214
STRATHEARN,Row house,0
STRATHEARN,Apartment with 5 or more stories,228
STRATHEARN,Apartment with less than 5 stories,795
STRATHEARN,Manufactured home/mobile home,0
STRATHEARN,Rooming house/collective residence,0
STRATHEARN,Hotel or motel,0
STRATHEARN,Other residential,0
STRATHEARN,No Response,0
SUDER GREENS,Single-detached house,2035
SUDER GREENS,Duplex/triplex/fourplex,64
SUDER GREENS,Row house,0
SUDER GREENS,Apartment with 5 or more stories,0
SUDER GREENS,Apartment with less than 5 stories,217
SUDER GREENS,Manufactured home/mobile home,0
SUDER GREENS,Rooming house/collective residence,0
SUDER GREENS,Hotel or motel,0
SUDER GREENS,Other residential,0
SUDER GREENS,No Response,0
SUMMERLEA,Single-detached house,867
SUMMERLEA,Duplex/triplex/fourplex,300
SUMMERLEA,Row house,90
SUMMERLEA,Apartment with 5 or more stories,0
SUMMERLEA,Apartment with less than 5 stories,815
SUMMERLEA,Manufactured home/mobile home,0
SUMMERLEA,Rooming house/collective residence,0
SUMMERLEA,Hotel or motel,0
SUMMERLEA,Other residential,0
SUMMERLEA,No Response,0
SUMMERSIDE,Single-detached house,4083
SUMMERSIDE,Duplex/triplex/fourplex,387
SUMMERSIDE,Row house,176
SUMMERSIDE,Apartment with 5 or more stories,0
SUMMERSIDE,Apartment with less than 5 stories,161
SUMMERSIDE,Manufactured home/mobile home,0
SUMMERSIDE,Rooming house/collective residence,0
SUMMERSIDE,Hotel or motel,0
SUMMERSIDE,Other residential,0
SUMMERSIDE,No Response,0
SUNWAPTA INDUSTRIAL,Single-detached house,0
SUNWAPTA INDUSTRIAL,Duplex/triplex/fourplex,0
SUNWAPTA INDUSTRIAL,Row house,0
SUNWAPTA INDUSTRIAL,Apartment with 5 or more stories,0
SUNWAPTA INDUSTRIAL,Apartment with less than 5 stories,0
SUNWAPTA INDUSTRIAL,Manufactured home/mobile home,0
SUNWAPTA INDUSTRIAL,Rooming house/collective residence,0
SUNWAPTA INDUSTRIAL,Hotel or motel,0
SUNWAPTA INDUSTRIAL,Other residential,0
SUNWAPTA INDUSTRIAL,No Response,0
SWEET GRASS,Single-detached house,1321
SWEET GRASS,Duplex/triplex/fourplex,0
SWEET GRASS,Row house,938
SWEET GRASS,Apartment with 5 or more stories,0
SWEET GRASS,Apartment with less than 5 stories,421
SWEET GRASS,Manufactured home/mobile home,0
SWEET GRASS,Rooming house/collective residence,44
SWEET GRASS,Hotel or motel,0
SWEET GRASS,Other residential,0
SWEET GRASS,No Response,0
TAMARACK,Single-detached house,553
TAMARACK,Duplex/triplex/fourplex,190
TAMARACK,Row house,0
TAMARACK,Apartment with 5 or more stories,0
TAMARACK,Apartment with less than 5 stories,0
TAMARACK,Manufactured home/mobile home,0
TAMARACK,Rooming house/collective residence,0
TAMARACK,Hotel or motel,0
TAMARACK,Other residential,0
TAMARACK,No Response,0
TAWA,Single-detached house,98
TAWA,Duplex/triplex/fourplex,1151
TAWA,Row house,0
TAWA,Apartment with 5 or more stories,320
TAWA,Apartment with less than 5 stories,392
TAWA,Manufactured home/mobile home,0
TAWA,Rooming house/collective residence,0
TAWA,Hotel or motel,0
TAWA,Other residential,0
TAWA,No Response,0
TERRA LOSA,Single-detached house,5
TERRA LOSA,Duplex/triplex/fourplex,206
TERRA LOSA,Row house,533
TERRA LOSA,Apartment with 5 or more stories,165
TERRA LOSA,Apartment with less than 5 stories,1238
TERRA LOSA,Manufactured home/mobile home,0
TERRA LOSA,Rooming house/collective residence,0
TERRA LOSA,Hotel or motel,0
TERRA LOSA,Other residential,0
TERRA LOSA,No Response,0
TERRACE HEIGHTS,Single-detached house,1354
TERRACE HEIGHTS,Duplex/triplex/fourplex,64
TERRACE HEIGHTS,Row house,0
TERRACE HEIGHTS,Apartment with 5 or more stories,334
TERRACE HEIGHTS,Apartment with less than 5 stories,527
TERRACE HEIGHTS,Manufactured home/mobile home,0
TERRACE HEIGHTS,Rooming house/collective residence,0
TERRACE HEIGHTS,Hotel or motel,0
TERRACE HEIGHTS,Other residential,0
TERRACE HEIGHTS,No Response,0
TERWILLEGAR SOUTH,Single-detached house,3353
TERWILLEGAR SOUTH,Duplex/triplex/fourplex,1088
TERWILLEGAR SOUTH,Row house,29
TERWILLEGAR SOUTH,Apartment with 5 or more stories,0
TERWILLEGAR SOUTH,Apartment with less than 5 stories,628
TERWILLEGAR SOUTH,Manufactured home/mobile home,0
TERWILLEGAR SOUTH,Rooming house/collective residence,0
TERWILLEGAR SOUTH,Hotel or motel,0
TERWILLEGAR SOUTH,Other residential,0
TERWILLEGAR SOUTH,No Response,0
TERWILLEGAR TOWNE,Single-detached house,4818
TERWILLEGAR TOWNE,Duplex/triplex/fourplex,402
TERWILLEGAR TOWNE,Row house,486
TERWILLEGAR TOWNE,Apartment with 5 or more stories,181
TERWILLEGAR TOWNE,Apartment with less than 5 stories,91
TERWILLEGAR TOWNE,Manufactured home/mobile home,0
TERWILLEGAR TOWNE,Rooming house/collective residence,0
TERWILLEGAR TOWNE,Hotel or motel,0
TERWILLEGAR TOWNE,Other residential,0
TERWILLEGAR TOWNE,No Response,0
THE HAMPTONS,Single-detached house,4190
THE HAMPTONS,Duplex/triplex/fourplex,752
THE HAMPTONS,Row house,347
THE HAMPTONS,Apartment with 5 or more stories,0
THE HAMPTONS,Apartment with less than 5 stories,353
THE HAMPTONS,Manufactured home/mobile home,0
THE HAMPTONS,Rooming house/collective residence,0
THE HAMPTONS,Hotel or motel,0
THE HAMPTONS,Other residential,0
THE HAMPTONS,No Response,0
THE PALISADES,Single-detached house,0
THE PALISADES,Duplex/triplex/fourplex,0
THE PALISADES,Row house,0
THE PALISADES,Apartment with 5 or more stories,0
THE PALISADES,Apartment with less than 5 stories,0
THE PALISADES,Manufactured home/mobile home,0
THE PALISADES,Rooming house/collective residence,0
THE PALISADES,Hotel or motel,0
THE PALISADES,Other residential,0
THE PALISADES,No Response,0
THORNCLIFF,Single-detached house,1089
THORNCLIFF,Duplex/triplex/fourplex,263
THORNCLIFF,Row house,1062
THORNCLIFF,Apartment with 5 or more stories,0
THORNCLIFF,Apartment with less than 5 stories,952
THORNCLIFF,Manufactured home/mobile home,0
THORNCLIFF,Rooming house/collective residence,0
THORNCLIFF,Hotel or motel,0
THORNCLIFF,Other residential,0
THORNCLIFF,No Response,0
TIPASKAN,Single-detached house,1385
TIPASKAN,Duplex/triplex/fourplex,317
TIPASKAN,Row house,548
TIPASKAN,Apartment with 5 or more stories,8
TIPASKAN,Apartment with less than 5 stories,686
TIPASKAN,Manufactured home/mobile home,0
TIPASKAN,Rooming house/collective residence,0
TIPASKAN,Hotel or motel,0
TIPASKAN,Other residential,0
TIPASKAN,No Response,0
TWEDDLE PLACE,Single-detached house,1627
TWEDDLE PLACE,Duplex/triplex/fourplex,442
TWEDDLE PLACE,Row house,283
TWEDDLE PLACE,Apartment with 5 or more stories,0
TWEDDLE PLACE,Apartment with less than 5 stories,920
TWEDDLE PLACE,Manufactured home/mobile home,0
TWEDDLE PLACE,Rooming house/collective residence,0
TWEDDLE PLACE,Hotel or motel,0
TWEDDLE PLACE,Other residential,0
TWEDDLE PLACE,No Response,0
TWIN BROOKS,Single-detached house,6096
TWIN BROOKS,Duplex/triplex/fourplex,288
TWIN BROOKS,Row house,194
TWIN BROOKS,Apartment with 5 or more stories,0
TWIN BROOKS,Apartment with less than 5 stories,105
TWIN BROOKS,Manufactured home/mobile home,0
TWIN BROOKS,Rooming house/collective residence,11
TWIN BROOKS,Hotel or motel,0
TWIN BROOKS,Other residential,0
TWIN BROOKS,No Response,0
UNIVERSITY OF ALBERTA,Single-detached house,0
UNIVERSITY OF ALBERTA,Duplex/triplex/fourplex,0
UNIVERSITY OF ALBERTA,Row house,0
UNIVERSITY OF ALBERTA,Apartment with 5 or more stories,0
UNIVERSITY OF ALBERTA,Apartment with less than 5 stories,0
UNIVERSITY OF ALBERTA,Manufactured home/mobile home,0
UNIVERSITY OF ALBERTA,Rooming house/collective residence,0
UNIVERSITY OF ALBERTA,Hotel or motel,0
UNIVERSITY OF ALBERTA,Other residential,0
UNIVERSITY OF ALBERTA,No Response,0
UNIVERSITY OF ALBERTA FARM,Single-detached house,0
UNIVERSITY OF ALBERTA FARM,Duplex/triplex/fourplex,0
UNIVERSITY OF ALBERTA FARM,Row house,0
UNIVERSITY OF ALBERTA FARM,Apartment with 5 or more stories,0
UNIVERSITY OF ALBERTA FARM,Apartment with less than 5 stories,0
UNIVERSITY OF ALBERTA FARM,Manufactured home/mobile home,0
UNIVERSITY OF ALBERTA FARM,Rooming house/collective residence,0
UNIVERSITY OF ALBERTA FARM,Hotel or motel,0
UNIVERSITY OF ALBERTA FARM,Other residential,0
UNIVERSITY OF ALBERTA FARM,No Response,0
VIRGINIA PARK,Single-detached house,499
VIRGINIA PARK,Duplex/triplex/fourplex,7
VIRGINIA PARK,Row house,0
VIRGINIA PARK,Apartment with 5 or more stories,0
VIRGINIA PARK,Apartment with less than 5 stories,238
VIRGINIA PARK,Manufactured home/mobile home,0
VIRGINIA PARK,Rooming house/collective residence,0
VIRGINIA PARK,Hotel or motel,0
VIRGINIA PARK,Other residential,0
VIRGINIA PARK,No Response,0
WALKER,Single-detached house,0
WALKER,Duplex/triplex/fourplex,0
WALKER,Row house,0
WALKER,Apartment with 5 or more stories,0
WALKER,Apartment with less than 5 stories,0
WALKER,Manufactured home/mobile home,0
WALKER,Rooming house/collective residence,0
WALKER,Hotel or motel,0
WALKER,Other residential,0
WALKER,No Response,0
WEBBER GREENS,Single-detached house,0
WEBBER GREENS,Duplex/triplex/fourplex,0
WEBBER GREENS,Row house,0
WEBBER GREENS,Apartment with 5 or more stories,0
WEBBER GREENS,Apartment with less than 5 stories,0
WEBBER GREENS,Manufactured home/mobile home,0
WEBBER GREENS,Rooming house/collective residence,0
WEBBER GREENS,Hotel or motel,0
WEBBER GREENS,Other residential,0
WEBBER GREENS,No Response,0
WEDGEWOOD HEIGHTS,Single-detached house,1582
WEDGEWOOD HEIGHTS,Duplex/triplex/fourplex,0
WEDGEWOOD HEIGHTS,Row house,0
WEDGEWOOD HEIGHTS,Apartment with 5 or more stories,0
WEDGEWOOD HEIGHTS,Apartment with less than 5 stories,0
WEDGEWOOD HEIGHTS,Manufactured home/mobile home,0
WEDGEWOOD HEIGHTS,Rooming house/collective residence,0
WEDGEWOOD HEIGHTS,Hotel or motel,0
WEDGEWOOD HEIGHTS,Other residential,0
WEDGEWOOD HEIGHTS,No Response,0
WEINLOS,Single-detached house,2809
WEINLOS,Duplex/triplex/fourplex,199
WEINLOS,Row house,0
WEINLOS,Apartment with 5 or more stories,0
WEINLOS,Apartment with less than 5 stories,467
WEINLOS,Manufactured home/mobile home,0
WEINLOS,Rooming house/collective residence,7
WEINLOS,Hotel or motel,0
WEINLOS,Other residential,0
WEINLOS,No Response,0
WEIR INDUSTRIAL,Single-detached house,6
WEIR INDUSTRIAL,Duplex/triplex/fourplex,0
WEIR INDUSTRIAL,Row house,0
WEIR INDUSTRIAL,Apartment with 5 or more stories,0
WEIR INDUSTRIAL,Apartment with less than 5 stories,0
WEIR INDUSTRIAL,Manufactured home/mobile home,96
WEIR INDUSTRIAL,Rooming house/collective residence,0
WEIR INDUSTRIAL,Hotel or motel,0
WEIR INDUSTRIAL,Other residential,0
WEIR INDUSTRIAL,No Response,0
WELLINGTON,Single-detached house,2250
WELLINGTON,Duplex/triplex/fourplex,50
WELLINGTON,Row house,686
WELLINGTON,Apartment with 5 or more stories,0
WELLINGTON,Apartment with less than 5 stories,108
WELLINGTON,Manufactured home/mobile home,0
WELLINGTON,Rooming house/collective residence,0
WELLINGTON,Hotel or motel,0
WELLINGTON,Other residential,0
WELLINGTON,No Response,0
WEST JASPER PLACE,Single-detached house,1411
WEST JASPER PLACE,Duplex/triplex/fourplex,213
WEST JASPER PLACE,Row house,0
WEST JASPER PLACE,Apartment with 5 or more stories,99
WEST JASPER PLACE,Apartment with less than 5 stories,1318
WEST JASPER PLACE,Manufactured home/mobile home,0
WEST JASPER PLACE,Rooming house/collective residence,14
WEST JASPER PLACE,Hotel or motel,0
WEST JASPER PLACE,Other residential,0
WEST JASPER PLACE,No Response,0
WEST MEADOWLARK PARK,Single-detached house,1772
WEST MEADOWLARK PARK,Duplex/triplex/fourplex,131
WEST MEADOWLARK PARK,Row house,527
WEST MEADOWLARK PARK,Apartment with 5 or more stories,426
WEST MEADOWLARK PARK,Apartment with less than 5 stories,621
WEST MEADOWLARK PARK,Manufactured home/mobile home,0
WEST MEADOWLARK PARK,Rooming house/collective residence,9
WEST MEADOWLARK PARK,Hotel or motel,0
WEST MEADOWLARK PARK,Other residential,0
WEST MEADOWLARK PARK,No Response,0
WEST SHEFFIELD INDUSTRIAL,Single-detached house,0
WEST SHEFFIELD INDUSTRIAL,Duplex/triplex/fourplex,0
WEST SHEFFIELD INDUSTRIAL,Row house,0
WEST SHEFFIELD INDUSTRIAL,Apartment with 5 or more stories,0
WEST SHEFFIELD INDUSTRIAL,Apartment with less than 5 stories,0
WEST SHEFFIELD INDUSTRIAL,Manufactured home/mobile home,0
WEST SHEFFIELD INDUSTRIAL,Rooming house/collective residence,0
WEST SHEFFIELD INDUSTRIAL,Hotel or motel,0
WEST SHEFFIELD INDUSTRIAL,Other residential,0
WEST SHEFFIELD INDUSTRIAL,No Response,0
WESTBROOK ESTATES,Single-detached house,832
WESTBROOK ESTATES,Duplex/triplex/fourplex,52
WESTBROOK ESTATES,Row house,0
WESTBROOK ESTATES,Apartment with 5 or more stories,0
WESTBROOK ESTATES,Apartment with less than 5 stories,404
WESTBROOK ESTATES,Manufactured home/mobile home,0
WESTBROOK ESTATES,Rooming house/collective residence,0
WESTBROOK ESTATES,Hotel or motel,0
WESTBROOK ESTATES,Other residential,0
WESTBROOK ESTATES,No Response,0
WESTMOUNT,Single-detached house,2987
WESTMOUNT,Duplex/triplex/fourplex,308
WESTMOUNT,Row house,15
WESTMOUNT,Apartment with 5 or more stories,503
WESTMOUNT,Apartment with less than 5 stories,2127
WESTMOUNT,Manufactured home/mobile home,1
WESTMOUNT,Rooming house/collective residence,5
WESTMOUNT,Hotel or motel,0
WESTMOUNT,Other residential,0
WESTMOUNT,No Response,0
WESTRIDGE,Single-detached house,1348
WESTRIDGE,Duplex/triplex/fourplex,0
WESTRIDGE,Row house,67
WESTRIDGE,Apartment with 5 or more stories,0
WESTRIDGE,Apartment with less than 5 stories,0
WESTRIDGE,Manufactured home/mobile home,0
WESTRIDGE,Rooming house/collective residence,0
WESTRIDGE,Hotel or motel,0
WESTRIDGE,Other residential,0
WESTRIDGE,No Response,0
WESTVIEW VILLAGE,Single-detached house,0
WESTVIEW VILLAGE,Duplex/triplex/fourplex,2
WESTVIEW VILLAGE,Row house,0
WESTVIEW VILLAGE,Apartment with 5 or more stories,0
WESTVIEW VILLAGE,Apartment with less than 5 stories,0
WESTVIEW VILLAGE,Manufactured home/mobile home,2172
WESTVIEW VILLAGE,Rooming house/collective residence,0
WESTVIEW VILLAGE,Hotel or motel,0
WESTVIEW VILLAGE,Other residential,0
WESTVIEW VILLAGE,No Response,0
WESTWOOD,Single-detached house,994
WESTWOOD,Duplex/triplex/fourplex,334
WESTWOOD,Row house,9
WESTWOOD,Apartment with 5 or more stories,4
WESTWOOD,Apartment with less than 5 stories,1742
WESTWOOD,Manufactured home/mobile home,0
WESTWOOD,Rooming house/collective residence,45
WESTWOOD,Hotel or motel,0
WESTWOOD,Other residential,0
WESTWOOD,No Response,0
WHITE INDUSTRIAL,Single-detached house,0
WHITE INDUSTRIAL,Duplex/triplex/fourplex,0
WHITE INDUSTRIAL,Row house,0
WHITE INDUSTRIAL,Apartment with 5 or more stories,0
WHITE INDUSTRIAL,Apartment with less than 5 stories,0
WHITE INDUSTRIAL,Manufactured home/mobile home,0
WHITE INDUSTRIAL,Rooming house/collective residence,0
WHITE INDUSTRIAL,Hotel or motel,0
WHITE INDUSTRIAL,Other residential,0
WHITE INDUSTRIAL,No Response,0
WHITEMUD CREEK RAVINE NORTH,Single-detached house,0
WHITEMUD CREEK RAVINE NORTH,Duplex/triplex/fourplex,0
WHITEMUD CREEK RAVINE NORTH,Row house,0
WHITEMUD CREEK RAVINE NORTH,Apartment with 5 or more stories,0
WHITEMUD CREEK RAVINE NORTH,Apartment with less than 5 stories,0
WHITEMUD CREEK RAVINE NORTH,Manufactured home/mobile home,0
WHITEMUD CREEK RAVINE NORTH,Rooming house/collective residence,0
WHITEMUD CREEK RAVINE NORTH,Hotel or motel,0
WHITEMUD CREEK RAVINE NORTH,Other residential,0
WHITEMUD CREEK RAVINE NORTH,No Response,0
WHITEMUD CREEK RAVINE SOUTH,Single-detached house,0
WHITEMUD CREEK RAVINE SOUTH,Duplex/triplex/fourplex,0
WHITEMUD CREEK RAVINE SOUTH,Row house,0
WHITEMUD CREEK RAVINE SOUTH,Apartment with 5 or more stories,0
WHITEMUD CREEK RAVINE SOUTH,Apartment with less than 5 stories,0
WHITEMUD CREEK RAVINE SOUTH,Manufactured home/mobile home,0
WHITEMUD CREEK RAVINE SOUTH,Rooming house/collective residence,0
WHITEMUD CREEK RAVINE SOUTH,Hotel or motel,0
WHITEMUD CREEK RAVINE SOUTH,Other residential,0
WHITEMUD CREEK RAVINE SOUTH,No Response,0
WILD ROSE,Single-detached house,6756
WILD ROSE,Duplex/triplex/fourplex,289
WILD ROSE,Row house,128
WILD ROSE,Apartment with 5 or more stories,0
WILD ROSE,Apartment with less than 5 stories,457
WILD ROSE,Manufactured home/mobile home,0
WILD ROSE,Rooming house/collective residence,0
WILD ROSE,Hotel or motel,0
WILD ROSE,Other residential,0
WILD ROSE,No Response,0
WILSON INDUSTRIAL,Single-detached house,0
WILSON INDUSTRIAL,Duplex/triplex/fourplex,0
WILSON INDUSTRIAL,Row house,0
WILSON INDUSTRIAL,Apartment with 5 or more stories,0
WILSON INDUSTRIAL,Apartment with less than 5 stories,0
