NEIGHBOURHOOD,STRUCTURE_TYPE,OWNED,RENTED,NO_RESPONSE
POTTER GREENS,Apartment with less than 5 stories,0,0,0
POTTER GREENS,Manufactured home/mobile home,0,0,0
POTTER GREENS,Rooming house/collective residence,0,0,0
POTTER GREENS,Hotel or motel,0,0,0
POTTER GREENS,Other residential,0,0,0
POTTER GREENS,No Response,0,0,0
POUNDMAKER INDUSTRIAL,Single-detached house,0,0,0
POUNDMAKER INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
POUNDMAKER INDUSTRIAL,Row house,0,0,0
POUNDMAKER INDUSTRIAL,Apartment with 5 or more stories,0,0,0
POUNDMAKER INDUSTRIAL,Apartment with less than 5 stories,0,0,0
POUNDMAKER INDUSTRIAL,Manufactured home/mobile home,0,0,0
POUNDMAKER INDUSTRIAL,Rooming house/collective residence,0,0,0
POUNDMAKER INDUSTRIAL,Hotel or motel,0,0,0
POUNDMAKER INDUSTRIAL,Other residential,0,0,0
POUNDMAKER INDUSTRIAL,No Response,0,0,0
PRINCE CHARLES,Single-detached house,322,121,7
PRINCE CHARLES,Duplex/triplex/fourplex,36,65,2
PRINCE CHARLES,Row house,2,1,0
PRINCE CHARLES,Apartment with 5 or more stories,0,16,0
PRINCE CHARLES,Apartment with less than 5 stories,0,6,0
PRINCE CHARLES,Manufactured home/mobile home,0,0,0
PRINCE CHARLES,Rooming house/collective residence,0,0,0
PRINCE CHARLES,Hotel or motel,0,0,0
PRINCE CHARLES,Other residential,0,0,0
PRINCE CHARLES,No Response,0,0,0
PRINCE RUPERT,Single-detached house,296,75,0
PRINCE RUPERT,Duplex/triplex/fourplex,7,37,0
PRINCE RUPERT,Row house,0,0,0
PRINCE RUPERT,Apartment with 5 or more stories,0,1,0
PRINCE RUPERT,Apartment with less than 5 stories,57,149,0
PRINCE RUPERT,Manufactured home/mobile home,0,0,0
PRINCE RUPERT,Rooming house/collective residence,0,2,0
PRINCE RUPERT,Hotel or motel,0,0,0
PRINCE RUPERT,Other residential,0,0,0
PRINCE RUPERT,No Response,0,0,0
PYLYPOW INDUSTRIAL,Single-detached house,0,0,0
PYLYPOW INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
PYLYPOW INDUSTRIAL,Row house,0,0,0
PYLYPOW INDUSTRIAL,Apartment with 5 or more stories,0,0,0
PYLYPOW INDUSTRIAL,Apartment with less than 5 stories,0,0,0
PYLYPOW INDUSTRIAL,Manufactured home/mobile home,0,0,0
PYLYPOW INDUSTRIAL,Rooming house/collective residence,0,0,0
PYLYPOW INDUSTRIAL,Hotel or motel,0,0,0
PYLYPOW INDUSTRIAL,Other residential,0,0,0
PYLYPOW INDUSTRIAL,No Response,0,0,0
QUEEN ALEXANDRA,Single-detached house,387,515,10
QUEEN ALEXANDRA,Duplex/triplex/fourplex,38,116,0
QUEEN ALEXANDRA,Row house,0,0,0
QUEEN ALEXANDRA,Apartment with 5 or more stories,1,206,0
QUEEN ALEXANDRA,Apartment with less than 5 stories,136,1286,8
QUEEN ALEXANDRA,Manufactured home/mobile home,0,0,0
QUEEN ALEXANDRA,Rooming house/collective residence,0,0,0
QUEEN ALEXANDRA,Hotel or motel,0,2,0
QUEEN ALEXANDRA,Other residential,0,0,0
QUEEN ALEXANDRA,No Response,0,0,0
QUEEN MARY PARK,Single-detached house,293,141,5
QUEEN MARY PARK,Duplex/triplex/fourplex,5,46,0
QUEEN MARY PARK,Row house,3,1,0
QUEEN MARY PARK,Apartment with 5 or more stories,23,122,0
QUEEN MARY PARK,Apartment with less than 5 stories,556,2459,7
QUEEN MARY PARK,Manufactured home/mobile home,0,0,0
QUEEN MARY PARK,Rooming house/collective residence,0,0,0
QUEEN MARY PARK,Hotel or motel,0,0,0
QUEEN MARY PARK,Other residential,0,0,0
QUEEN MARY PARK,No Response,0,0,0
QUESNELL HEIGHTS,Single-detached house,117,5,2
QUESNELL HEIGHTS,Duplex/triplex/fourplex,0,0,0
QUESNELL HEIGHTS,Apartment with 5 or more stories,0,0,0
QUESNELL HEIGHTS,Apartment with less than 5 stories,0,0,0
QUESNELL HEIGHTS,Manufactured home/mobile home,0,0,0
QUESNELL HEIGHTS,Rooming house/collective residence,0,0,0
QUESNELL HEIGHTS,Hotel or motel,0,0,0
QUESNELL HEIGHTS,Other residential,0,0,0
QUESNELL HEIGHTS,No Response,0,0,0
RAMSAY HEIGHTS,Single-detached house,697,23,6
RAMSAY HEIGHTS,Duplex/triplex/fourplex,65,24,1
RAMSAY HEIGHTS,Row house,70,29,3
RAMSAY HEIGHTS,Apartment with 5 or more stories,0,0,0
RAMSAY HEIGHTS,Apartment with less than 5 stories,96,347,3
RAMSAY HEIGHTS,Manufactured home/mobile home,0,0,0
RAMSAY HEIGHTS,Rooming house/collective residence,0,0,0
RAMSAY HEIGHTS,Hotel or motel,0,0,0
RAMSAY HEIGHTS,Other residential,1,2,0
RAMSAY HEIGHTS,No Response,0,0,0
RHATIGAN RIDGE,Single-detached house,956,28,5
RHATIGAN RIDGE,Duplex/triplex/fourplex,79,0,0
RHATIGAN RIDGE,Row house,29,5,1
RHATIGAN RIDGE,Apartment with 5 or more stories,0,0,0
RHATIGAN RIDGE,Apartment with less than 5 stories,0,0,0
RHATIGAN RIDGE,Manufactured home/mobile home,0,0,0
RHATIGAN RIDGE,Rooming house/collective residence,0,0,0
RHATIGAN RIDGE,Hotel or motel,0,0,0
RHATIGAN RIDGE,Other residential,0,0,0
RHATIGAN RIDGE,No Response,0,0,0
RICHFIELD,Single-detached house,403,59,7
RICHFIELD,Duplex/triplex/fourplex,71,42,3
RICHFIELD,Row house,23,376,4
RICHFIELD,Apartment with 5 or more stories,1,0,0
RICHFIELD,Apartment with less than 5 stories,43,87,1
RICHFIELD,Manufactured home/mobile home,0,0,0
RICHFIELD,Rooming house/collective residence,0,0,0
RICHFIELD,Hotel or motel,0,0,0
RICHFIELD,Other residential,0,0,0
RICHFIELD,No Response,0,0,0
RICHFORD,Single-detached house,130,2,0
RICHFORD,Duplex/triplex/fourplex,45,4,1
RICHFORD,Row house,0,0,0
RICHFORD,Apartment with 5 or more stories,0,0,0
RICHFORD,Apartment with less than 5 stories,0,0,0
RICHFORD,Manufactured home/mobile home,0,0,0
RICHFORD,Rooming house/collective residence,0,0,0
RICHFORD,Hotel or motel,0,0,0
RICHFORD,Other residential,0,0,0
RICHFORD,No Response,0,0,0
RIDEAU PARK,Single-detached house,251,16,0
RIDEAU PARK,Duplex/triplex/fourplex,15,0,0
RIDEAU PARK,Row house,0,0,0
RIDEAU PARK,Apartment with 5 or more stories,0,0,0
RIDEAU PARK,Apartment with less than 5 stories,131,642,5
RIDEAU PARK,Manufactured home/mobile home,0,0,0
RIDEAU PARK,Rooming house/collective residence,0,0,0
RIDEAU PARK,Hotel or motel,0,0,0
RIDEAU PARK,Other residential,0,0,0
RIDEAU PARK,No Response,0,0,0
RIO TERRACE,Single-detached house,460,31,4
RIO TERRACE,Duplex/triplex/fourplex,0,0,0
RIO TERRACE,Row house,0,0,0
RIO TERRACE,Apartment with 5 or more stories,0,0,0
RIO TERRACE,Apartment with less than 5 stories,0,0,0
RIO TERRACE,Manufactured home/mobile home,0,0,0
RIO TERRACE,Rooming house/collective residence,0,0,0
RIO TERRACE,Hotel or motel,0,0,0
RIO TERRACE,Other residential,0,0,0
RIO TERRACE,No Response,0,0,0
RITCHIE,Single-detached house,714,429,75
RITCHIE,Duplex/triplex/fourplex,30,52,3
RITCHIE,Row house,23,11,0
RITCHIE,Apartment with 5 or more stories,112,18,0
RITCHIE,Apartment with less than 5 stories,114,358,14
RITCHIE,Manufactured home/mobile home,0,0,0
RITCHIE,Rooming house/collective residence,0,8,0
RITCHIE,Hotel or motel,0,0,0
RITCHIE,Other residential,0,0,0
RITCHIE,No Response,0,0,0
RIVER VALLEY CAMERON,Single-detached house,0,0,0
RIVER VALLEY CAMERON,Duplex/triplex/fourplex,0,0,0
RIVER VALLEY CAMERON,Row house,0,0,0
RIVER VALLEY CAMERON,Apartment with 5 or more stories,0,0,0
RIVER VALLEY CAMERON,Apartment with less than 5 stories,0,0,0
RIVER VALLEY CAMERON,Manufactured home/mobile home,0,0,0
RIVER VALLEY CAMERON,Rooming house/collective residence,0,0,0
RIVER VALLEY CAMERON,Hotel or motel,0,0,0
RIVER VALLEY CAMERON,Other residential,0,0,0
RIVER VALLEY CAMERON,No Response,0,0,0
RIVER VALLEY CAPITOL HILL,Single-detached house,0,0,0
RIVER VALLEY CAPITOL HILL,Duplex/triplex/fourplex,0,0,0
RIVER VALLEY CAPITOL HILL,Row house,0,0,0
RIVER VALLEY CAPITOL HILL,Apartment with 5 or more stories,0,0,0
RIVER VALLEY CAPITOL HILL,Apartment with less than 5 stories,0,0,0
RIVER VALLEY CAPITOL HILL,Manufactured home/mobile home,0,0,0
RIVER VALLEY CAPITOL HILL,Rooming house/collective residence,0,0,0
RIVER VALLEY CAPITOL HILL,Hotel or motel,0,0,0
RIVER VALLEY CAPITOL HILL,Other residential,0,0,0
RIVER VALLEY CAPITOL HILL,No Response,0,0,0
RIVER VALLEY GOLD BAR,Single-detached house,0,0,0
RIVER VALLEY GOLD BAR,Duplex/triplex/fourplex,0,0,0
RIVER VALLEY GOLD BAR,Row house,0,0,0
RIVER VALLEY GOLD BAR,Apartment with 5 or more stories,0,0,0
RIVER VALLEY GOLD BAR,Apartment with less than 5 stories,0,0,0
RIVER VALLEY GOLD BAR,Manufactured home/mobile home,0,0,0
RIVER VALLEY GOLD BAR,Rooming house/collective residence,0,0,0
RIVER VALLEY GOLD BAR,Hotel or motel,0,0,0
RIVER VALLEY GOLD BAR,Other residential,0,0,0
RIVER VALLEY GOLD BAR,No Response,0,0,0
RIVER VALLEY HERMITAGE,Single-detached house,0,0,0
RIVER VALLEY HERMITAGE,Duplex/triplex/fourplex,0,0,0
RIVER VALLEY HERMITAGE,Row house,0,0,0
RIVER VALLEY HERMITAGE,Apartment with 5 or more stories,0,0,0
RIVER VALLEY HERMITAGE,Apartment with less than 5 stories,0,0,0
RIVER VALLEY HERMITAGE,Manufactured home/mobile home,0,0,0
RIVER VALLEY HERMITAGE,Rooming house/collective residence,0,0,0
RIVER VALLEY HERMITAGE,Hotel or motel,0,0,0
RIVER VALLEY HERMITAGE,Other residential,0,0,0
RIVER VALLEY HERMITAGE,No Response,0,0,0
RIVER VALLEY LESSARD NORTH,Single-detached house,0,0,0
RIVER VALLEY LESSARD NORTH,Duplex/triplex/fourplex,0,0,0
RIVER VALLEY LESSARD NORTH,Row house,0,0,0
RIVER VALLEY LESSARD NORTH,Apartment with 5 or more stories,0,0,0
RIVER VALLEY LESSARD NORTH,Apartment with less than 5 stories,0,0,0
RIVER VALLEY LESSARD NORTH,Manufactured home/mobile home,0,0,0
RIVER VALLEY LESSARD NORTH,Rooming house/collective residence,0,0,0
RIVER VALLEY LESSARD NORTH,Hotel or motel,0,0,0
RIVER VALLEY LESSARD NORTH,Other residential,0,0,0
RIVER VALLEY LESSARD NORTH,No Response,0,0,0
RIVER VALLEY MAYFAIR,Single-detached house,0,0,0
RIVER VALLEY MAYFAIR,Duplex/triplex/fourplex,0,0,0
RIVER VALLEY MAYFAIR,Row house,0,0,0
RIVER VALLEY MAYFAIR,Apartment with 5 or more stories,0,0,0
RIVER VALLEY MAYFAIR,Apartment with less than 5 stories,0,0,0
RIVER VALLEY MAYFAIR,Manufactured home/mobile home,0,0,0
RIVER VALLEY MAYFAIR,Rooming house/collective residence,0,0,0
RIVER VALLEY MAYFAIR,Hotel or motel,0,0,0
RIVER VALLEY MAYFAIR,Other residential,0,0,0
RIVER VALLEY MAYFAIR,No Response,0,0,0
RIVER VALLEY OLESKIW,Single-detached house,0,0,0
RIVER VALLEY OLESKIW,Duplex/triplex/fourplex,0,0,0
RIVER VALLEY OLESKIW,Row house,0,0,0
RIVER VALLEY OLESKIW,Apartment with 5 or more stories,0,0,0
RIVER VALLEY OLESKIW,Apartment with less than 5 stories,0,0,0
RIVER VALLEY OLESKIW,Manufactured home/mobile home,0,0,0
RIVER VALLEY OLESKIW,Rooming house/collective residence,0,0,0
RIVER VALLEY OLESKIW,Hotel or motel,0,0,0
RIVER VALLEY OLESKIW,Other residential,0,0,0
RIVER VALLEY OLESKIW,No Response,0,0,0
RIVER VALLEY RIVERSIDE,Single-detached house,0,0,0
RIVER VALLEY RIVERSIDE,Duplex/triplex/fourplex,0,0,0
RIVER VALLEY RIVERSIDE,Row house,0,0,0
RIVER VALLEY RIVERSIDE,Apartment with 5 or more stories,0,0,0
RIVER VALLEY RIVERSIDE,Apartment with less than 5 stories,0,0,0
RIVER VALLEY RIVERSIDE,Manufactured home/mobile home,0,0,0
RIVER VALLEY RIVERSIDE,Rooming house/collective residence,0,0,0
RIVER VALLEY RIVERSIDE,Hotel or motel,0,0,0
RIVER VALLEY RIVERSIDE,Other residential,0,0,0
RIVER VALLEY RIVERSIDE,No Response,0,0,0
RIVER VALLEY RUNDLE,Single-detached house,0,0,0
RIVER VALLEY RUNDLE,Duplex/triplex/fourplex,0,0,0
RIVER VALLEY RUNDLE,Row house,0,0,0
RIVER VALLEY RUNDLE,Apartment with 5 or more stories,0,0,0
RIVER VALLEY RUNDLE,Apartment with less than 5 stories,0,0,0
RIVER VALLEY RUNDLE,Manufactured home/mobile home,0,0,0
RIVER VALLEY RUNDLE,Rooming house/collective residence,0,0,0
RIVER VALLEY RUNDLE,Hotel or motel,0,0,0
RIVER VALLEY RUNDLE,Other residential,0,0,0
RIVER VALLEY RUNDLE,No Response,0,0,0
RIVER VALLEY TERWILLEGAR,Single-detached house,0,0,0
RIVER VALLEY TERWILLEGAR,Duplex/triplex/fourplex,0,0,0
RIVER VALLEY TERWILLEGAR,Row house,0,0,0
RIVER VALLEY TERWILLEGAR,Apartment with 5 or more stories,0,0,0
RIVER VALLEY TERWILLEGAR,Apartment with less than 5 stories,0,0,0
RIVER VALLEY TERWILLEGAR,Manufactured home/mobile home,0,0,0
RIVER VALLEY TERWILLEGAR,Rooming house/collective residence,0,0,0
RIVER VALLEY TERWILLEGAR,Hotel or motel,0,0,0
RIVER VALLEY TERWILLEGAR,Other residential,0,0,0
RIVER VALLEY TERWILLEGAR,No Response,0,0,0
RIVER VALLEY WALTERDALE,Single-detached house,0,0,0
RIVER VALLEY WALTERDALE,Duplex/triplex/fourplex,0,0,0
RIVER VALLEY WALTERDALE,Row house,0,0,0
RIVER VALLEY WALTERDALE,Apartment with 5 or more stories,0,0,0
RIVER VALLEY WALTERDALE,Apartment with less than 5 stories,0,0,0
RIVER VALLEY WALTERDALE,Manufactured home/mobile home,0,0,0
RIVER VALLEY WALTERDALE,Rooming house/collective residence,0,0,0
RIVER VALLEY WALTERDALE,Hotel or motel,0,0,0
RIVER VALLEY WALTERDALE,Other residential,0,0,0
RIVER VALLEY WALTERDALE,No Response,0,0,0
RIVERDALE,Single-detached house,272,76,0
RIVERDALE,Duplex/triplex/fourplex,94,189,0
RIVERDALE,Row house,16,3,0
RIVERDALE,Apartment with 5 or more stories,58,28,0
RIVERDALE,Apartment with less than 5 stories,149,55,0
RIVERDALE,Manufactured home/mobile home,0,0,0
RIVERDALE,Rooming house/collective residence,0,0,0
RIVERDALE,Hotel or motel,0,0,0
RIVERDALE,Other residential,2,0,0
RIVERDALE,No Response,0,0,0
ROPER INDUSTRIAL,Single-detached house,0,0,0
ROPER INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
ROPER INDUSTRIAL,Row house,0,0,0
ROPER INDUSTRIAL,Apartment with 5 or more stories,0,0,0
ROPER INDUSTRIAL,Apartment with less than 5 stories,0,0,0
ROPER INDUSTRIAL,Manufactured home/mobile home,0,0,0
ROPER INDUSTRIAL,Rooming house/collective residence,0,0,0
ROPER INDUSTRIAL,Hotel or motel,0,0,0
ROPER INDUSTRIAL,Other residential,0,0,0
ROPER INDUSTRIAL,No Response,0,0,0
ROSEDALE INDUSTRIAL,Single-detached house,0,0,0
ROSEDALE INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
ROSEDALE INDUSTRIAL,Row house,0,0,0
ROSEDALE INDUSTRIAL,Apartment with 5 or more stories,0,0,0
ROSEDALE INDUSTRIAL,Apartment with less than 5 stories,0,0,0
ROSEDALE INDUSTRIAL,Manufactured home/mobile home,0,0,0
ROSEDALE INDUSTRIAL,Rooming house/collective residence,0,0,0
ROSEDALE INDUSTRIAL,Hotel or motel,0,0,0
ROSEDALE INDUSTRIAL,Other residential,0,0,0
ROSEDALE INDUSTRIAL,No Response,0,0,0
ROSSDALE,Single-detached house,131,43,0
ROSSDALE,Duplex/triplex/fourplex,9,2,0
ROSSDALE,Row house,49,2,0
ROSSDALE,Apartment with 5 or more stories,0,75,0
ROSSDALE,Apartment with less than 5 stories,90,69,0
ROSSDALE,Manufactured home/mobile home,0,0,0
ROSSDALE,Rooming house/collective residence,0,0,0
ROSSDALE,Hotel or motel,0,0,0
ROSSDALE,Other residential,0,0,0
ROSSDALE,No Response,0,0,0
ROSSLYN,Single-detached house,685,120,4
ROSSLYN,Duplex/triplex/fourplex,59,71,3
ROSSLYN,Row house,46,11,0
ROSSLYN,Apartment with 5 or more stories,0,0,0
ROSSLYN,Apartment with less than 5 stories,0,0,0
ROSSLYN,Manufactured home/mobile home,0,0,0
ROSSLYN,Rooming house/collective residence,3,244,0
ROSSLYN,Hotel or motel,0,0,0
ROSSLYN,Other residential,0,0,0
ROSSLYN,No Response,0,0,0
ROYAL GARDENS,Single-detached house,547,51,0
ROYAL GARDENS,Duplex/triplex/fourplex,34,20,0
ROYAL GARDENS,Row house,39,212,2
ROYAL GARDENS,Apartment with 5 or more stories,1,146,0
ROYAL GARDENS,Apartment with less than 5 stories,176,176,3
ROYAL GARDENS,Manufactured home/mobile home,0,0,0
ROYAL GARDENS,Rooming house/collective residence,0,0,0
ROYAL GARDENS,Hotel or motel,0,0,0
ROYAL GARDENS,Other residential,0,0,0
ROYAL GARDENS,No Response,0,0,0
RUNDLE HEIGHTS,Single-detached house,446,35,3
RUNDLE HEIGHTS,Duplex/triplex/fourplex,32,52,1
RUNDLE HEIGHTS,Row house,39,373,1
RUNDLE HEIGHTS,Apartment with 5 or more stories,0,3,0
RUNDLE HEIGHTS,Apartment with less than 5 stories,24,299,1
RUNDLE HEIGHTS,Manufactured home/mobile home,0,0,0
RUNDLE HEIGHTS,Rooming house/collective residence,1,0,0
RUNDLE HEIGHTS,Hotel or motel,0,0,0
RUNDLE HEIGHTS,Other residential,0,0,0
RUNDLE HEIGHTS,No Response,0,0,0
RURAL NORTH EAST HORSE HILL,Single-detached house,61,7,2
RURAL NORTH EAST HORSE HILL,Duplex/triplex/fourplex,0,0,0
RURAL NORTH EAST HORSE HILL,Row house,0,0,0
RURAL NORTH EAST HORSE HILL,Apartment with 5 or more stories,0,0,0
RURAL NORTH EAST HORSE HILL,Apartment with less than 5 stories,0,0,0
RURAL NORTH EAST HORSE HILL,Manufactured home/mobile home,9,2,0
RURAL NORTH EAST HORSE HILL,Rooming house/collective residence,0,0,0
RURAL NORTH EAST HORSE HILL,Hotel or motel,0,0,0
RURAL NORTH EAST HORSE HILL,Other residential,0,0,0
RURAL NORTH EAST HORSE HILL,No Response,0,0,0
RURAL NORTH EAST NORTH STURGEON,Single-detached house,48,12,1
RURAL NORTH EAST NORTH STURGEON,Duplex/triplex/fourplex,0,0,0
RURAL NORTH EAST NORTH STURGEON,Row house,0,0,0
RURAL NORTH EAST NORTH STURGEON,Apartment with 5 or more stories,0,0,0
RURAL NORTH EAST NORTH STURGEON,Apartment with less than 5 stories,0,0,0
RURAL NORTH EAST NORTH STURGEON,Manufactured home/mobile home,4,1,0
RURAL NORTH EAST NORTH STURGEON,Rooming house/collective residence,0,1,0
RURAL NORTH EAST NORTH STURGEON,Hotel or motel,0,0,0
RURAL NORTH EAST NORTH STURGEON,Other residential,0,0,0
RURAL NORTH EAST NORTH STURGEON,No Response,0,0,0
RURAL NORTH EAST SOUTH STURGEON,Single-detached house,168,12,0
RURAL NORTH EAST SOUTH STURGEON,Duplex/triplex/fourplex,0,0,0
RURAL NORTH EAST SOUTH STURGEON,Row house,0,0,0
RURAL NORTH EAST SOUTH STURGEON,Apartment with 5 or more stories,0,0,0
RURAL NORTH EAST SOUTH STURGEON,Apartment with less than 5 stories,0,0,0
RURAL NORTH EAST SOUTH STURGEON,Manufactured home/mobile home,5,2,0
RURAL NORTH EAST SOUTH STURGEON,Rooming house/collective residence,0,0,0
RURAL NORTH EAST SOUTH STURGEON,Hotel or motel,0,0,0
RURAL NORTH EAST SOUTH STURGEON,Other residential,0,0,0
RURAL NORTH EAST SOUTH STURGEON,No Response,0,0,0
RURAL NORTH WEST,Single-detached house,1,1,0
RURAL NORTH WEST,Duplex/triplex/fourplex,0,0,0
RURAL NORTH WEST,Row house,0,0,0
RURAL NORTH WEST,Apartment with 5 or more stories,0,0,0
RURAL NORTH WEST,Apartment with less than 5 stories,0,0,0
RURAL NORTH WEST,Manufactured home/mobile home,2,0,0
RURAL NORTH WEST,Rooming house/collective residence,0,1,0
RURAL NORTH WEST,Hotel or motel,0,0,0
RURAL NORTH WEST,Other residential,0,0,0
RURAL NORTH WEST,No Response,0,0,0
RURAL SOUTH EAST,Single-detached house,73,15,1
RURAL SOUTH EAST,Duplex/triplex/fourplex,0,0,0
RURAL SOUTH EAST,Row house,0,0,0
RURAL SOUTH EAST,Apartment with 5 or more stories,0,0,0
RURAL SOUTH EAST,Apartment with less than 5 stories,0,0,0
RURAL SOUTH EAST,Manufactured home/mobile home,0,0,0
RURAL SOUTH EAST,Rooming house/collective residence,0,1,0
RURAL SOUTH EAST,Hotel or motel,0,0,0
RURAL SOUTH EAST,Other residential,0,0,0
RURAL SOUTH EAST,No Response,0,0,0
RURAL WEST,Single-detached house,166,8,0
RURAL WEST,Duplex/triplex/fourplex,9,13,0
RURAL WEST,Row house,0,0,0
RURAL WEST,Apartment with 5 or more stories,0,0,0
RURAL WEST,Apartment with less than 5 stories,3,1,0
RURAL WEST,Manufactured home/mobile home,0,0,0
RURAL WEST,Rooming house/collective residence,0,0,0
RURAL WEST,Hotel or motel,0,0,0
RURAL WEST,Other residential,0,0,0
RURAL WEST,No Response,0,0,0
RURAL WEST BIG LAKE,Single-detached house,54,7,0
RURAL WEST BIG LAKE,Duplex/triplex/fourplex,0,0,0
RURAL WEST BIG LAKE,Row house,0,0,0
RURAL WEST BIG LAKE,Apartment with 5 or more stories,0,0,0
RURAL WEST BIG LAKE,Apartment with less than 5 stories,0,0,0
RURAL WEST BIG LAKE,Manufactured home/mobile home,1,0,0
RURAL WEST BIG LAKE,Rooming house/collective residence,0,0,0
RURAL WEST BIG LAKE,Hotel or motel,0,0,0
RURAL WEST BIG LAKE,Other residential,0,0,0
RURAL WEST BIG LAKE,No Response,0,0,0
RUTHERFORD,Single-detached house,1311,75,32
RUTHERFORD,Duplex/triplex/fourplex,402,86,15
RUTHERFORD,Row house,49,5,2
RUTHERFORD,Apartment with 5 or more stories,0,0,0
RUTHERFORD,Apartment with less than 5 stories,286,219,44
RUTHERFORD,Manufactured home/mobile home,0,0,0
RUTHERFORD,Rooming house/collective residence,0,0,0
RUTHERFORD,Hotel or motel,0,0,0
RUTHERFORD,Other residential,0,0,0
RUTHERFORD,No Response,0,0,0
SAKAW,Single-detached house,821,123,8
SAKAW,Duplex/triplex/fourplex,50,82,2
SAKAW,Row house,106,95,2
SAKAW,Apartment with 5 or more stories,0,2,0
SAKAW,Apartment with less than 5 stories,1,63,1
SAKAW,Manufactured home/mobile home,1,0,0
SAKAW,Rooming house/collective residence,0,0,0
SAKAW,Hotel or motel,0,0,0
SAKAW,Other residential,0,0,0
SAKAW,No Response,0,0,0
SATOO,Single-detached house,796,80,32
SATOO,Duplex/triplex/fourplex,19,8,1
SATOO,Row house,148,135,2
SATOO,Apartment with 5 or more stories,0,0,0
SATOO,Apartment with less than 5 stories,0,9,0
SATOO,Manufactured home/mobile home,0,0,0
SATOO,Rooming house/collective residence,0,0,0
SATOO,Hotel or motel,0,0,0
SATOO,Other residential,0,0,0
SATOO,No Response,0,0,0
SCHONSEE,Single-detached house,244,12,2
SCHONSEE,Duplex/triplex/fourplex,0,0,0
SCHONSEE,Row house,0,0,0
SCHONSEE,Apartment with 5 or more stories,0,0,0
SCHONSEE,Apartment with less than 5 stories,0,0,0
SCHONSEE,Manufactured home/mobile home,0,0,0
SCHONSEE,Rooming house/collective residence,0,0,0
SCHONSEE,Hotel or motel,0,0,0
SCHONSEE,Other residential,0,0,0
SCHONSEE,No Response,0,0,0
SECORD,Single-detached house,87,4,1
SECORD,Duplex/triplex/fourplex,0,0,0
SECORD,Row house,0,0,0
SECORD,Apartment with 5 or more stories,0,0,0
SECORD,Apartment with less than 5 stories,0,0,0
SECORD,Manufactured home/mobile home,0,0,0
SECORD,Rooming house/collective residence,0,0,0
SECORD,Hotel or motel,0,1,0
SECORD,Other residential,0,0,0
SECORD,No Response,0,0,0
SHEFFIELD INDUSTRIAL,Single-detached house,0,0,0
SHEFFIELD INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
SHEFFIELD INDUSTRIAL,Row house,0,0,0
SHEFFIELD INDUSTRIAL,Apartment with 5 or more stories,0,0,0
SHEFFIELD INDUSTRIAL,Apartment with less than 5 stories,0,0,0
SHEFFIELD INDUSTRIAL,Manufactured home/mobile home,0,0,0
SHEFFIELD INDUSTRIAL,Rooming house/collective residence,0,0,0
SHEFFIELD INDUSTRIAL,Hotel or motel,0,0,0
SHEFFIELD INDUSTRIAL,Other residential,0,0,0
SHEFFIELD INDUSTRIAL,No Response,0,0,0
SHERBROOKE,Single-detached house,607,117,4
SHERBROOKE,Duplex/triplex/fourplex,10,123,1
SHERBROOKE,Row house,0,0,0
SHERBROOKE,Apartment with 5 or more stories,0,0,0
SHERBROOKE,Apartment with less than 5 stories,8,118,0
SHERBROOKE,Manufactured home/mobile home,0,0,0
SHERBROOKE,Rooming house/collective residence,0,0,0
SHERBROOKE,Hotel or motel,0,0,0
SHERBROOKE,Other residential,0,0,0
SHERBROOKE,No Response,0,0,0
SHERWOOD,Single-detached house,271,67,0
SHERWOOD,Duplex/triplex/fourplex,5,20,0
SHERWOOD,Row house,10,5,0
SHERWOOD,Apartment with 5 or more stories,0,0,0
SHERWOOD,Apartment with less than 5 stories,19,181,0
SHERWOOD,Manufactured home/mobile home,0,0,0
SHERWOOD,Rooming house/collective residence,0,0,0
SHERWOOD,Hotel or motel,0,0,0
SHERWOOD,Other residential,0,1,1
SHERWOOD,No Response,0,0,0
SIFTON PARK,Single-detached house,227,27,7
SIFTON PARK,Duplex/triplex/fourplex,22,5,1
SIFTON PARK,Row house,56,68,6
SIFTON PARK,Apartment with 5 or more stories,0,1,0
SIFTON PARK,Apartment with less than 5 stories,16,451,1
SIFTON PARK,Manufactured home/mobile home,0,0,0
SIFTON PARK,Rooming house/collective residence,0,0,0
SIFTON PARK,Hotel or motel,0,0,0
SIFTON PARK,Other residential,0,0,0
SIFTON PARK,No Response,0,0,0
SILVER BERRY,Single-detached house,1317,74,16
SILVER BERRY,Duplex/triplex/fourplex,303,52,3
SILVER BERRY,Row house,124,73,12
SILVER BERRY,Apartment with 5 or more stories,0,0,0
SILVER BERRY,Apartment with less than 5 stories,40,12,3
SILVER BERRY,Manufactured home/mobile home,0,0,0
SILVER BERRY,Rooming house/collective residence,0,0,0
SILVER BERRY,Hotel or motel,0,0,0
SILVER BERRY,Other residential,0,0,0
SILVER BERRY,No Response,0,0,0
SKYRATTLER,Single-detached house,169,11,0
SKYRATTLER,Duplex/triplex/fourplex,29,11,0
SKYRATTLER,Row house,49,66,1
SKYRATTLER,Apartment with 5 or more stories,1,0,0
