WARD,Neighbourhood Number,Neighbourhood Name,Canadian Citizen,Permanent Resident,Refugee,Other,No Response,Month,Quarter,Year
WARD 4,2080,BELVEDERE,2692,222,5,33,2217,8,3,2016
WARD 4,2080,BELVEDERE,2692,222,5,33,2217,9,3,2016
WARD 4,2080,BELVEDERE,2692,222,5,33,2217,10,4,2016
WARD 4,2080,BELVEDERE,2692,222,5,33,2217,11,4,2016
WARD 4,2080,BELVEDERE,2692,222,5,33,2217,12,4,2016
WARD 4,2030,BANNERMAN,2503,199,3,15,309,1,1,2016
WARD 4,2030,BANNERMAN,2503,199,3,15,309,2,1,2016
WARD 4,2030,BANNERMAN,2503,199,3,15,309,3,1,2016
WARD 4,2030,BANNERMAN,2503,199,3,15,309,4,2,2016
WARD 4,2030,BANNERMAN,2503,199,3,15,309,5,2,2016
WARD 4,2030,BANNERMAN,2503,199,3,15,309,6,2,2016
WARD 4,2030,BANNERMAN,2503,199,3,15,309,7,3,2016
WARD 4,2030,BANNERMAN,2503,199,3,15,309,8,3,2016
WARD 4,2030,BANNERMAN,2503,199,3,15,309,9,3,2016
WARD 4,2030,BANNERMAN,2503,199,3,15,309,10,4,2016
WARD 4,2030,BANNERMAN,2503,199,3,15,309,11,4,2016
WARD 4,2030,BANNERMAN,2503,199,3,15,309,12,4,2016
WARD 9,5457,CALLAGHAN,2337,163,8,42,1009,1,1,2016
WARD 9,5457,CALLAGHAN,2337,163,8,42,1009,2,1,2016
WARD 9,5457,CALLAGHAN,2337,163,8,42,1009,3,1,2016
WARD 9,5457,CALLAGHAN,2337,163,8,42,1009,4,2,2016
WARD 9,5457,CALLAGHAN,2337,163,8,42,1009,5,2,2016
WARD 9,5457,CALLAGHAN,2337,163,8,42,1009,6,2,2016
WARD 9,5457,CALLAGHAN,2337,163,8,42,1009,7,3,2016
WARD 9,5457,CALLAGHAN,2337,163,8,42,1009,8,3,2016
WARD 9,5457,CALLAGHAN,2337,163,8,42,1009,9,3,2016
WARD 9,5457,CALLAGHAN,2337,163,8,42,1009,10,4,2016
WARD 9,5457,CALLAGHAN,2337,163,8,42,1009,11,4,2016
WARD 9,5457,CALLAGHAN,2337,163,8,42,1009,12,4,2016
WARD 9,5100,BULYEA HEIGHTS,1454,43,0,10,1932,1,1,2016
WARD 9,5100,BULYEA HEIGHTS,1454,43,0,10,1932,2,1,2016
WARD 9,5100,BULYEA HEIGHTS,1454,43,0,10,1932,3,1,2016
WARD 9,5100,BULYEA HEIGHTS,1454,43,0,10,1932,4,2,2016
WARD 9,5100,BULYEA HEIGHTS,1454,43,0,10,1932,5,2,2016
WARD 9,5100,BULYEA HEIGHTS,1454,43,0,10,1932,6,2,2016
WARD 9,5100,BULYEA HEIGHTS,1454,43,0,10,1932,7,3,2016
WARD 9,5100,BULYEA HEIGHTS,1454,43,0,10,1932,8,3,2016
WARD 9,5100,BULYEA HEIGHTS,1454,43,0,10,1932,9,3,2016
WARD 9,5100,BULYEA HEIGHTS,1454,43,0,10,1932,10,4,2016
WARD 9,5100,BULYEA HEIGHTS,1454,43,0,10,1932,11,4,2016
WARD 9,5100,BULYEA HEIGHTS,1454,43,0,10,1932,12,4,2016
WARD 7,2560,NEWTON,1961,80,3,18,754,1,1,2016
WARD 7,2560,NEWTON,1961,80,3,18,754,2,1,2016
WARD 7,2560,NEWTON,1961,80,3,18,754,3,1,2016
WARD 7,2560,NEWTON,1961,80,3,18,754,4,2,2016
WARD 7,2560,NEWTON,1961,80,3,18,754,5,2,2016
WARD 7,2560,NEWTON,1961,80,3,18,754,6,2,2016
WARD 7,2560,NEWTON,1961,80,3,18,754,7,3,2016
WARD 7,2560,NEWTON,1961,80,3,18,754,8,3,2016
WARD 7,2560,NEWTON,1961,80,3,18,754,9,3,2016
WARD 7,2560,NEWTON,1961,80,3,18,754,10,4,2016
WARD 7,2560,NEWTON,1961,80,3,18,754,11,4,2016
WARD 7,2560,NEWTON,1961,80,3,18,754,12,4,2016
WARD 4,2145,CLAREVIEW TOWN CENTRE,1706,351,4,67,1207,1,1,2016
WARD 4,2145,CLAREVIEW TOWN CENTRE,1706,351,4,67,1207,2,1,2016
WARD 4,2145,CLAREVIEW TOWN CENTRE,1706,351,4,67,1207,3,1,2016
WARD 4,2145,CLAREVIEW TOWN CENTRE,1706,351,4,67,1207,4,2,2016
WARD 4,2145,CLAREVIEW TOWN CENTRE,1706,351,4,67,1207,5,2,2016
WARD 4,2145,CLAREVIEW TOWN CENTRE,1706,351,4,67,1207,6,2,2016
WARD 4,2145,CLAREVIEW TOWN CENTRE,1706,351,4,67,1207,7,3,2016
WARD 4,2145,CLAREVIEW TOWN CENTRE,1706,351,4,67,1207,8,3,2016
WARD 4,2145,CLAREVIEW TOWN CENTRE,1706,351,4,67,1207,9,3,2016
WARD 4,2145,CLAREVIEW TOWN CENTRE,1706,351,4,67,1207,10,4,2016
WARD 4,2145,CLAREVIEW TOWN CENTRE,1706,351,4,67,1207,11,4,2016
WARD 4,2145,CLAREVIEW TOWN CENTRE,1706,351,4,67,1207,12,4,2016
WARD 11,6670,SAKAW,3099,211,1,26,647,1,1,2016
WARD 11,6670,SAKAW,3099,211,1,26,647,2,1,2016
WARD 11,6670,SAKAW,3099,211,1,26,647,3,1,2016
WARD 11,6670,SAKAW,3099,211,1,26,647,4,2,2016
WARD 11,6670,SAKAW,3099,211,1,26,647,5,2,2016
WARD 11,6670,SAKAW,3099,211,1,26,647,6,2,2016
WARD 11,6670,SAKAW,3099,211,1,26,647,7,3,2016
WARD 11,6670,SAKAW,3099,211,1,26,647,8,3,2016
WARD 11,6670,SAKAW,3099,211,1,26,647,9,3,2016
WARD 11,6670,SAKAW,3099,211,1,26,647,10,4,2016
WARD 11,6670,SAKAW,3099,211,1,26,647,11,4,2016
WARD 11,6670,SAKAW,3099,211,1,26,647,12,4,2016
WARD 12,6580,POLLARD MEADOWS,2477,340,5,94,1654,1,1,2016
WARD 12,6580,POLLARD MEADOWS,2477,340,5,94,1654,2,1,2016
WARD 12,6580,POLLARD MEADOWS,2477,340,5,94,1654,3,1,2016
WARD 12,6580,POLLARD MEADOWS,2477,340,5,94,1654,4,2,2016
WARD 12,6580,POLLARD MEADOWS,2477,340,5,94,1654,5,2,2016
WARD 12,6580,POLLARD MEADOWS,2477,340,5,94,1654,6,2,2016
WARD 12,6580,POLLARD MEADOWS,2477,340,5,94,1654,7,3,2016
WARD 12,6580,POLLARD MEADOWS,2477,340,5,94,1654,8,3,2016
WARD 12,6580,POLLARD MEADOWS,2477,340,5,94,1654,9,3,2016
WARD 12,6580,POLLARD MEADOWS,2477,340,5,94,1654,10,4,2016
WARD 12,6580,POLLARD MEADOWS,2477,340,5,94,1654,11,4,2016
WARD 12,6580,POLLARD MEADOWS,2477,340,5,94,1654,12,4,2016
WARD 1,4018,ANTHONY HENDAY BIG LAKE,0,0,0,0,0,1,1,2016
WARD 1,4018,ANTHONY HENDAY BIG LAKE,0,0,0,0,0,2,1,2016
WARD 1,4018,ANTHONY HENDAY BIG LAKE,0,0,0,0,0,3,1,2016
WARD 1,4018,ANTHONY HENDAY BIG LAKE,0,0,0,0,0,4,2,2016
WARD 1,4018,ANTHONY HENDAY BIG LAKE,0,0,0,0,0,5,2,2016
WARD 1,4018,ANTHONY HENDAY BIG LAKE,0,0,0,0,0,6,2,2016
WARD 1,4018,ANTHONY HENDAY BIG LAKE,0,0,0,0,0,7,3,2016
WARD 1,4018,ANTHONY HENDAY BIG LAKE,0,0,0,0,0,8,3,2016
WARD 1,4018,ANTHONY HENDAY BIG LAKE,0,0,0,0,0,9,3,2016
WARD 1,4018,ANTHONY HENDAY BIG LAKE,0,0,0,0,0,10,4,2016
WARD 1,4018,ANTHONY HENDAY BIG LAKE,0,0,0,0,0,11,4,2016
WARD 1,4018,ANTHONY HENDAY BIG LAKE,0,0,0,0,0,12,4,2016
WARD 2,3111,GRIESBACH,2537,160,7,18,1992,1,1,2016
WARD 2,3111,GRIESBACH,2537,160,7,18,1992,2,1,2016
WARD 2,3111,GRIESBACH,2537,160,7,18,1992,3,1,2016
WARD 2,3111,GRIESBACH,2537,160,7,18,1992,4,2,2016
WARD 2,3111,GRIESBACH,2537,160,7,18,1992,5,2,2016
WARD 2,3111,GRIESBACH,2537,160,7,18,1992,6,2,2016
WARD 2,3111,GRIESBACH,2537,160,7,18,1992,7,3,2016
WARD 2,3111,GRIESBACH,2537,160,7,18,1992,8,3,2016
WARD 2,3111,GRIESBACH,2537,160,7,18,1992,9,3,2016
WARD 2,3111,GRIESBACH,2537,160,7,18,1992,10,4,2016
WARD 2,3111,GRIESBACH,2537,160,7,18,1992,11,4,2016
WARD 2,3111,GRIESBACH,2537,160,7,18,1992,12,4,2016
WARD 2,4015,ANTHONY HENDAY MISTATIM,0,0,0,0,0,1,1,2016
WARD 2,4015,ANTHONY HENDAY MISTATIM,0,0,0,0,0,2,1,2016
WARD 2,4015,ANTHONY HENDAY MISTATIM,0,0,0,0,0,3,1,2016
WARD 2,4015,ANTHONY HENDAY MISTATIM,0,0,0,0,0,4,2,2016
WARD 2,4015,ANTHONY HENDAY MISTATIM,0,0,0,0,0,5,2,2016
WARD 2,4015,ANTHONY HENDAY MISTATIM,0,0,0,0,0,6,2,2016
WARD 2,4015,ANTHONY HENDAY MISTATIM,0,0,0,0,0,7,3,2016
WARD 2,4015,ANTHONY HENDAY MISTATIM,0,0,0,0,0,8,3,2016
WARD 2,4015,ANTHONY HENDAY MISTATIM,0,0,0,0,0,9,3,2016
WARD 2,4015,ANTHONY HENDAY MISTATIM,0,0,0,0,0,10,4,2016
WARD 2,4015,ANTHONY HENDAY MISTATIM,0,0,0,0,0,11,4,2016
WARD 2,4015,ANTHONY HENDAY MISTATIM,0,0,0,0,0,12,4,2016
WARD 10,5020,ASPEN GARDENS,1337,57,1,31,224,1,1,2016
WARD 10,5020,ASPEN GARDENS,1337,57,1,31,224,2,1,2016
WARD 10,5020,ASPEN GARDENS,1337,57,1,31,224,3,1,2016
WARD 10,5020,ASPEN GARDENS,1337,57,1,31,224,4,2,2016
WARD 10,5020,ASPEN GARDENS,1337,57,1,31,224,5,2,2016
WARD 10,5020,ASPEN GARDENS,1337,57,1,31,224,6,2,2016
WARD 10,5020,ASPEN GARDENS,1337,57,1,31,224,7,3,2016
WARD 10,5020,ASPEN GARDENS,1337,57,1,31,224,8,3,2016
WARD 10,5020,ASPEN GARDENS,1337,57,1,31,224,9,3,2016
WARD 10,5020,ASPEN GARDENS,1337,57,1,31,224,10,4,2016
WARD 10,5020,ASPEN GARDENS,1337,57,1,31,224,11,4,2016
WARD 10,5020,ASPEN GARDENS,1337,57,1,31,224,12,4,2016
WARD 12,6030,BISSET,2354,457,3,138,994,1,1,2016
WARD 12,6030,BISSET,2354,457,3,138,994,2,1,2016
WARD 12,6030,BISSET,2354,457,3,138,994,3,1,2016
WARD 12,6030,BISSET,2354,457,3,138,994,4,2,2016
WARD 12,6030,BISSET,2354,457,3,138,994,5,2,2016
WARD 12,6030,BISSET,2354,457,3,138,994,6,2,2016
WARD 12,6030,BISSET,2354,457,3,138,994,7,3,2016
WARD 12,6030,BISSET,2354,457,3,138,994,8,3,2016
WARD 12,6030,BISSET,2354,457,3,138,994,9,3,2016
WARD 12,6030,BISSET,2354,457,3,138,994,10,4,2016
WARD 12,6030,BISSET,2354,457,3,138,994,11,4,2016
WARD 12,6030,BISSET,2354,457,3,138,994,12,4,2016
WARD 7,2040,BEACON HEIGHTS,2303,145,1,18,420,1,1,2016
WARD 7,2040,BEACON HEIGHTS,2303,145,1,18,420,2,1,2016
WARD 7,2040,BEACON HEIGHTS,2303,145,1,18,420,3,1,2016
WARD 7,2040,BEACON HEIGHTS,2303,145,1,18,420,4,2,2016
WARD 7,2040,BEACON HEIGHTS,2303,145,1,18,420,5,2,2016
WARD 7,2040,BEACON HEIGHTS,2303,145,1,18,420,6,2,2016
WARD 7,2040,BEACON HEIGHTS,2303,145,1,18,420,7,3,2016
WARD 7,2040,BEACON HEIGHTS,2303,145,1,18,420,8,3,2016
WARD 7,2040,BEACON HEIGHTS,2303,145,1,18,420,9,3,2016
WARD 7,2040,BEACON HEIGHTS,2303,145,1,18,420,10,4,2016
WARD 7,2040,BEACON HEIGHTS,2303,145,1,18,420,11,4,2016
WARD 7,2040,BEACON HEIGHTS,2303,145,1,18,420,12,4,2016
WARD 1,4640,WILSON INDUSTRIAL,0,0,0,0,0,1,1,2016
WARD 1,4640,WILSON INDUSTRIAL,0,0,0,0,0,2,1,2016
WARD 1,4640,WILSON INDUSTRIAL,0,0,0,0,0,3,1,2016
WARD 1,4640,WILSON INDUSTRIAL,0,0,0,0,0,4,2,2016
WARD 1,4640,WILSON INDUSTRIAL,0,0,0,0,0,5,2,2016
WARD 1,4640,WILSON INDUSTRIAL,0,0,0,0,0,6,2,2016
WARD 1,4640,WILSON INDUSTRIAL,0,0,0,0,0,7,3,2016
WARD 1,4640,WILSON INDUSTRIAL,0,0,0,0,0,8,3,2016
WARD 1,4640,WILSON INDUSTRIAL,0,0,0,0,0,9,3,2016
WARD 1,4640,WILSON INDUSTRIAL,0,0,0,0,0,10,4,2016
WARD 1,4640,WILSON INDUSTRIAL,0,0,0,0,0,11,4,2016
WARD 1,4640,WILSON INDUSTRIAL,0,0,0,0,0,12,4,2016
WARD 9,5570,WINDERMERE,4944,339,1,97,2747,1,1,2016
WARD 9,5570,WINDERMERE,4944,339,1,97,2747,2,1,2016
WARD 9,5570,WINDERMERE,4944,339,1,97,2747,3,1,2016
WARD 9,5570,WINDERMERE,4944,339,1,97,2747,4,2,2016
WARD 9,5570,WINDERMERE,4944,339,1,97,2747,5,2,2016
WARD 9,5570,WINDERMERE,4944,339,1,97,2747,6,2,2016
WARD 9,5570,WINDERMERE,4944,339,1,97,2747,7,3,2016
WARD 9,5570,WINDERMERE,4944,339,1,97,2747,8,3,2016
WARD 9,5570,WINDERMERE,4944,339,1,97,2747,9,3,2016
WARD 9,5570,WINDERMERE,4944,339,1,97,2747,10,4,2016
WARD 9,5570,WINDERMERE,4944,339,1,97,2747,11,4,2016
WARD 9,5570,WINDERMERE,4944,339,1,97,2747,12,4,2016
WARD 6,1180,QUEEN MARY PARK,3374,797,30,162,2583,1,1,2016
WARD 6,1180,QUEEN MARY PARK,3374,797,30,162,2583,2,1,2016
WARD 6,1180,QUEEN MARY PARK,3374,797,30,162,2583,3,1,2016
WARD 6,1180,QUEEN MARY PARK,3374,797,30,162,2583,4,2,2016
WARD 6,1180,QUEEN MARY PARK,3374,797,30,162,2583,5,2,2016
WARD 6,1180,QUEEN MARY PARK,3374,797,30,162,2583,6,2,2016
WARD 6,1180,QUEEN MARY PARK,3374,797,30,162,2583,7,3,2016
WARD 6,1180,QUEEN MARY PARK,3374,797,30,162,2583,8,3,2016
WARD 6,1180,QUEEN MARY PARK,3374,797,30,162,2583,9,3,2016
WARD 6,1180,QUEEN MARY PARK,3374,797,30,162,2583,10,4,2016
WARD 6,1180,QUEEN MARY PARK,3374,797,30,162,2583,11,4,2016
WARD 6,1180,QUEEN MARY PARK,3374,797,30,162,2583,12,4,2016
WARD 10,5270,LENDRUM PLACE,1087,71,0,38,524,1,1,2016
WARD 10,5270,LENDRUM PLACE,1087,71,0,38,524,2,1,2016
WARD 10,5270,LENDRUM PLACE,1087,71,0,38,524,3,1,2016
WARD 10,5270,LENDRUM PLACE,1087,71,0,38,524,4,2,2016
WARD 10,5270,LENDRUM PLACE,1087,71,0,38,524,5,2,2016
WARD 10,5270,LENDRUM PLACE,1087,71,0,38,524,6,2,2016
WARD 10,5270,LENDRUM PLACE,1087,71,0,38,524,7,3,2016
WARD 10,5270,LENDRUM PLACE,1087,71,0,38,524,8,3,2016
WARD 10,5270,LENDRUM PLACE,1087,71,0,38,524,9,3,2016
WARD 10,5270,LENDRUM PLACE,1087,71,0,38,524,10,4,2016
WARD 10,5270,LENDRUM PLACE,1087,71,0,38,524,11,4,2016
WARD 10,5270,LENDRUM PLACE,1087,71,0,38,524,12,4,2016
WARD 9,5462,CHAPPELLE AREA,1266,131,3,5,2908,1,1,2016
WARD 9,5462,CHAPPELLE AREA,1266,131,3,5,2908,2,1,2016
WARD 9,5462,CHAPPELLE AREA,1266,131,3,5,2908,3,1,2016
WARD 9,5462,CHAPPELLE AREA,1266,131,3,5,2908,4,2,2016
WARD 9,5462,CHAPPELLE AREA,1266,131,3,5,2908,5,2,2016
WARD 9,5462,CHAPPELLE AREA,1266,131,3,5,2908,6,2,2016
WARD 9,5462,CHAPPELLE AREA,1266,131,3,5,2908,7,3,2016
WARD 9,5462,CHAPPELLE AREA,1266,131,3,5,2908,8,3,2016
WARD 9,5462,CHAPPELLE AREA,1266,131,3,5,2908,9,3,2016
WARD 9,5462,CHAPPELLE AREA,1266,131,3,5,2908,10,4,2016
WARD 9,5462,CHAPPELLE AREA,1266,131,3,5,2908,11,4,2016
WARD 9,5462,CHAPPELLE AREA,1266,131,3,5,2908,12,4,2016
WARD 4,2380,KENNEDALE INDUSTRIAL,0,0,0,0,0,1,1,2016
WARD 4,2380,KENNEDALE INDUSTRIAL,0,0,0,0,0,2,1,2016
WARD 4,2380,KENNEDALE INDUSTRIAL,0,0,0,0,0,3,1,2016
WARD 4,2380,KENNEDALE INDUSTRIAL,0,0,0,0,0,4,2,2016
WARD 4,2380,KENNEDALE INDUSTRIAL,0,0,0,0,0,5,2,2016
WARD 4,2380,KENNEDALE INDUSTRIAL,0,0,0,0,0,6,2,2016
WARD 4,2380,KENNEDALE INDUSTRIAL,0,0,0,0,0,7,3,2016
WARD 4,2380,KENNEDALE INDUSTRIAL,0,0,0,0,0,8,3,2016
WARD 4,2380,KENNEDALE INDUSTRIAL,0,0,0,0,0,9,3,2016
WARD 4,2380,KENNEDALE INDUSTRIAL,0,0,0,0,0,10,4,2016
WARD 4,2380,KENNEDALE INDUSTRIAL,0,0,0,0,0,11,4,2016
WARD 4,2380,KENNEDALE INDUSTRIAL,0,0,0,0,0,12,4,2016
WARD 6,1090,DOWNTOWN,5366,492,6,689,6215,1,1,2016
WARD 6,1090,DOWNTOWN,5366,492,6,689,6215,2,1,2016
WARD 6,1090,DOWNTOWN,5366,492,6,689,6215,3,1,2016
WARD 6,1090,DOWNTOWN,5366,492,6,689,6215,4,2,2016
WARD 6,1090,DOWNTOWN,5366,492,6,689,6215,5,2,2016
WARD 6,1090,DOWNTOWN,5366,492,6,689,6215,6,2,2016
WARD 6,1090,DOWNTOWN,5366,492,6,689,6215,7,3,2016
WARD 6,1090,DOWNTOWN,5366,492,6,689,6215,8,3,2016
WARD 6,1090,DOWNTOWN,5366,492,6,689,6215,9,3,2016
WARD 6,1090,DOWNTOWN,5366,492,6,689,6215,10,4,2016
WARD 6,1090,DOWNTOWN,5366,492,6,689,6215,11,4,2016
WARD 6,1090,DOWNTOWN,5366,492,6,689,6215,12,4,2016
WARD 5,4610,WESTRIDGE,1031,22,0,10,292,1,1,2016
WARD 5,4610,WESTRIDGE,1031,22,0,10,292,2,1,2016
WARD 5,4610,WESTRIDGE,1031,22,0,10,292,3,1,2016
WARD 5,4610,WESTRIDGE,1031,22,0,10,292,4,2,2016
WARD 5,4610,WESTRIDGE,1031,22,0,10,292,5,2,2016
WARD 5,4610,WESTRIDGE,1031,22,0,10,292,6,2,2016
WARD 5,4610,WESTRIDGE,1031,22,0,10,292,7,3,2016
WARD 5,4610,WESTRIDGE,1031,22,0,10,292,8,3,2016
WARD 5,4610,WESTRIDGE,1031,22,0,10,292,9,3,2016
WARD 5,4610,WESTRIDGE,1031,22,0,10,292,10,4,2016
WARD 5,4610,WESTRIDGE,1031,22,0,10,292,11,4,2016
WARD 5,4610,WESTRIDGE,1031,22,0,10,292,12,4,2016
WARD 4,2251,EBBERS,57,49,0,3,16,1,1,2016
WARD 4,2251,EBBERS,57,49,0,3,16,2,1,2016
WARD 4,2251,EBBERS,57,49,0,3,16,3,1,2016
WARD 4,2251,EBBERS,57,49,0,3,16,4,2,2016
WARD 4,2251,EBBERS,57,49,0,3,16,5,2,2016
WARD 4,2251,EBBERS,57,49,0,3,16,6,2,2016
WARD 4,2251,EBBERS,57,49,0,3,16,7,3,2016
WARD 4,2251,EBBERS,57,49,0,3,16,8,3,2016
WARD 4,2251,EBBERS,57,49,0,3,16,9,3,2016
WARD 4,2251,EBBERS,57,49,0,3,16,10,4,2016
WARD 4,2251,EBBERS,57,49,0,3,16,11,4,2016
WARD 4,2251,EBBERS,57,49,0,3,16,12,4,2016
WARD 11,6280,GREENVIEW,1808,134,1,17,683,1,1,2016
WARD 11,6280,GREENVIEW,1808,134,1,17,683,2,1,2016
WARD 11,6280,GREENVIEW,1808,134,1,17,683,3,1,2016
WARD 11,6280,GREENVIEW,1808,134,1,17,683,4,2,2016
WARD 11,6280,GREENVIEW,1808,134,1,17,683,5,2,2016
WARD 11,6280,GREENVIEW,1808,134,1,17,683,6,2,2016
WARD 11,6280,GREENVIEW,1808,134,1,17,683,7,3,2016
WARD 11,6280,GREENVIEW,1808,134,1,17,683,8,3,2016
WARD 11,6280,GREENVIEW,1808,134,1,17,683,9,3,2016
WARD 11,6280,GREENVIEW,1808,134,1,17,683,10,4,2016
WARD 11,6280,GREENVIEW,1808,134,1,17,683,11,4,2016
WARD 11,6280,GREENVIEW,1808,134,1,17,683,12,4,2016
WARD 12,6150,DALY GROVE,2159,176,2,50,1049,1,1,2016
WARD 12,6150,DALY GROVE,2159,176,2,50,1049,2,1,2016
WARD 12,6150,DALY GROVE,2159,176,2,50,1049,3,1,2016
WARD 12,6150,DALY GROVE,2159,176,2,50,1049,4,2,2016
WARD 12,6150,DALY GROVE,2159,176,2,50,1049,5,2,2016
WARD 12,6150,DALY GROVE,2159,176,2,50,1049,6,2,2016
WARD 12,6150,DALY GROVE,2159,176,2,50,1049,7,3,2016
WARD 12,6150,DALY GROVE,2159,176,2,50,1049,8,3,2016
WARD 12,6150,DALY GROVE,2159,176,2,50,1049,9,3,2016
WARD 12,6150,DALY GROVE,2159,176,2,50,1049,10,4,2016
WARD 12,6150,DALY GROVE,2159,176,2,50,1049,11,4,2016
WARD 12,6150,DALY GROVE,2159,176,2,50,1049,12,4,2016
WARD 11,6760,TWEDDLE PLACE,1654,322,2,52,1254,1,1,2016
WARD 11,6760,TWEDDLE PLACE,1654,322,2,52,1254,2,1,2016
WARD 11,6760,TWEDDLE PLACE,1654,322,2,52,1254,3,1,2016
WARD 11,6760,TWEDDLE PLACE,1654,322,2,52,1254,4,2,2016
WARD 11,6760,TWEDDLE PLACE,1654,322,2,52,1254,5,2,2016
WARD 11,6760,TWEDDLE PLACE,1654,322,2,52,1254,6,2,2016
WARD 11,6760,TWEDDLE PLACE,1654,322,2,52,1254,7,3,2016
WARD 11,6760,TWEDDLE PLACE,1654,322,2,52,1254,8,3,2016
WARD 11,6760,TWEDDLE PLACE,1654,322,2,52,1254,9,3,2016
WARD 11,6760,TWEDDLE PLACE,1654,322,2,52,1254,10,4,2016
WARD 11,6760,TWEDDLE PLACE,1654,322,2,52,1254,11,4,2016
WARD 11,6760,TWEDDLE PLACE,1654,322,2,52,1254,12,4,2016
WARD 5,4551,GRANVILLE,939,121,0,7,502,1,1,2016
WARD 5,4551,GRANVILLE,939,121,0,7,502,2,1,2016
WARD 5,4551,GRANVILLE,939,121,0,7,502,3,1,2016
WARD 5,4551,GRANVILLE,939,121,0,7,502,4,2,2016
WARD 5,4551,GRANVILLE,939,121,0,7,502,5,2,2016
WARD 5,4551,GRANVILLE,939,121,0,7,502,6,2,2016
WARD 5,4551,GRANVILLE,939,121,0,7,502,7,3,2016
WARD 5,4551,GRANVILLE,939,121,0,7,502,8,3,2016
WARD 5,4551,GRANVILLE,939,121,0,7,502,9,3,2016
WARD 5,4551,GRANVILLE,939,121,0,7,502,10,4,2016
WARD 5,4551,GRANVILLE,939,121,0,7,502,11,4,2016
WARD 5,4551,GRANVILLE,939,121,0,7,502,12,4,2016
WARD 3,3490,GOODRIDGE CORNERS,0,0,0,0,1690,1,1,2016
WARD 3,3490,GOODRIDGE CORNERS,0,0,0,0,1690,2,1,2016
WARD 3,3490,GOODRIDGE CORNERS,0,0,0,0,1690,3,1,2016
WARD 3,3490,GOODRIDGE CORNERS,0,0,0,0,1690,4,2,2016
WARD 3,3490,GOODRIDGE CORNERS,0,0,0,0,1690,5,2,2016
WARD 3,3490,GOODRIDGE CORNERS,0,0,0,0,1690,6,2,2016
WARD 3,3490,GOODRIDGE CORNERS,0,0,0,0,1690,7,3,2016
WARD 3,3490,GOODRIDGE CORNERS,0,0,0,0,1690,8,3,2016
WARD 3,3490,GOODRIDGE CORNERS,0,0,0,0,1690,9,3,2016
WARD 3,3490,GOODRIDGE CORNERS,0,0,0,0,1690,10,4,2016
WARD 3,3490,GOODRIDGE CORNERS,0,0,0,0,1690,11,4,2016
WARD 3,3490,GOODRIDGE CORNERS,0,0,0,0,1690,12,4,2016
WARD 9,5463,DESROCHERS AREA,0,0,0,0,0,1,1,2016
WARD 9,5463,DESROCHERS AREA,0,0,0,0,0,2,1,2016
WARD 9,5463,DESROCHERS AREA,0,0,0,0,0,3,1,2016
WARD 9,5463,DESROCHERS AREA,0,0,0,0,0,4,2,2016
WARD 9,5463,DESROCHERS AREA,0,0,0,0,0,5,2,2016
WARD 9,5463,DESROCHERS AREA,0,0,0,0,0,6,2,2016
WARD 9,5463,DESROCHERS AREA,0,0,0,0,0,7,3,2016
WARD 9,5463,DESROCHERS AREA,0,0,0,0,0,8,3,2016
WARD 9,5463,DESROCHERS AREA,0,0,0,0,0,9,3,2016
WARD 9,5463,DESROCHERS AREA,0,0,0,0,0,10,4,2016
WARD 9,5463,DESROCHERS AREA,0,0,0,0,0,11,4,2016
WARD 9,5463,DESROCHERS AREA,0,0,0,0,0,12,4,2016
WARD 2,3070,CALDER,2171,130,13,16,1674,1,1,2016
WARD 2,3070,CALDER,2171,130,13,16,1674,2,1,2016
WARD 2,3070,CALDER,2171,130,13,16,1674,3,1,2016
WARD 2,3070,CALDER,2171,130,13,16,1674,4,2,2016
WARD 2,3070,CALDER,2171,130,13,16,1674,5,2,2016
WARD 2,3070,CALDER,2171,130,13,16,1674,6,2,2016
WARD 2,3070,CALDER,2171,130,13,16,1674,7,3,2016
WARD 2,3070,CALDER,2171,130,13,16,1674,8,3,2016
WARD 2,3070,CALDER,2171,130,13,16,1674,9,3,2016
WARD 2,3070,CALDER,2171,130,13,16,1674,10,4,2016
WARD 2,3070,CALDER,2171,130,13,16,1674,11,4,2016
WARD 2,3070,CALDER,2171,130,13,16,1674,12,4,2016
WARD 11,6590,PYLYPOW INDUSTRIAL,0,0,0,0,0,1,1,2016
WARD 11,6590,PYLYPOW INDUSTRIAL,0,0,0,0,0,2,1,2016
WARD 11,6590,PYLYPOW INDUSTRIAL,0,0,0,0,0,3,1,2016
WARD 11,6590,PYLYPOW INDUSTRIAL,0,0,0,0,0,4,2,2016
WARD 11,6590,PYLYPOW INDUSTRIAL,0,0,0,0,0,5,2,2016
WARD 11,6590,PYLYPOW INDUSTRIAL,0,0,0,0,0,6,2,2016
WARD 11,6590,PYLYPOW INDUSTRIAL,0,0,0,0,0,7,3,2016
WARD 11,6590,PYLYPOW INDUSTRIAL,0,0,0,0,0,8,3,2016
WARD 11,6590,PYLYPOW INDUSTRIAL,0,0,0,0,0,9,3,2016
WARD 11,6590,PYLYPOW INDUSTRIAL,0,0,0,0,0,10,4,2016
WARD 11,6590,PYLYPOW INDUSTRIAL,0,0,0,0,0,11,4,2016
WARD 11,6590,PYLYPOW INDUSTRIAL,0,0,0,0,0,12,4,2016
WARD 11,6610,RITCHIE,2948,135,1,51,844,1,1,2016
WARD 11,6610,RITCHIE,2948,135,1,51,844,2,1,2016
