WARD,NEIGHBOURHOOD_NUMBER,NEIGHBOURHOOD_NAME,LENGTH_OF_RESIDENCE,OWNED,RENTED,NO_RESPONSE
Ward 9,5300,OGILVIE RIDGE,5 years or more,654,2,1
Ward 9,5300,OGILVIE RIDGE,No 3 years to less than 5 years,89,6,0
Ward 9,5300,OGILVIE RIDGE,1 year to less than 3 years,57,2,0
Ward 9,5300,OGILVIE RIDGE,Less than 1 year,39,13,0
Ward 9,5300,OGILVIE RIDGE,Child less than 1 year,4,1,0
Ward 9,5300,OGILVIE RIDGE,No Response,46,4,83
Ward 9,5340,RAMSAY HEIGHTS,5 years or more,1809,120,4
Ward 9,5340,RAMSAY HEIGHTS,No 3 years to less than 5 years,244,129,0
Ward 9,5340,RAMSAY HEIGHTS,1 year to less than 3 years,163,214,1
Ward 9,5340,RAMSAY HEIGHTS,Less than 1 year,136,278,6
Ward 9,5340,RAMSAY HEIGHTS,Child less than 1 year,18,9,0
Ward 9,5340,RAMSAY HEIGHTS,No Response,87,95,36
Ward 9,5350,RHATIGAN RIDGE,5 years or more,2239,18,0
Ward 9,5350,RHATIGAN RIDGE,No 3 years to less than 5 years,309,21,2
Ward 9,5350,RHATIGAN RIDGE,1 year to less than 3 years,232,47,0
Ward 9,5350,RHATIGAN RIDGE,Less than 1 year,135,21,4
Ward 9,5350,RHATIGAN RIDGE,Child less than 1 year,13,0,0
Ward 9,5350,RHATIGAN RIDGE,No Response,140,2,69
Ward 9,5451,RICHFORD,5 years or more,335,2,4
Ward 9,5451,RICHFORD,No 3 years to less than 5 years,61,1,0
Ward 9,5451,RICHFORD,1 year to less than 3 years,40,4,2
Ward 9,5451,RICHFORD,Less than 1 year,24,6,0
Ward 9,5451,RICHFORD,Child less than 1 year,3,0,0
Ward 9,5451,RICHFORD,No Response,16,0,32
Ward 9,5401,RIVER VALLEY FORT EDMONTON,5 years or more,0,0,0
Ward 9,5401,RIVER VALLEY FORT EDMONTON,No 3 years to less than 5 years,0,0,0
Ward 9,5401,RIVER VALLEY FORT EDMONTON,1 year to less than 3 years,0,0,0
Ward 9,5401,RIVER VALLEY FORT EDMONTON,Less than 1 year,0,0,0
Ward 9,5401,RIVER VALLEY FORT EDMONTON,Child less than 1 year,0,0,0
Ward 9,5401,RIVER VALLEY FORT EDMONTON,No Response,0,0,0
Ward 9,5380,RIVER VALLEY TERWILLEGAR,5 years or more,0,0,0
Ward 9,5380,RIVER VALLEY TERWILLEGAR,No 3 years to less than 5 years,0,0,0
Ward 9,5380,RIVER VALLEY TERWILLEGAR,1 year to less than 3 years,0,0,0
Ward 9,5380,RIVER VALLEY TERWILLEGAR,Less than 1 year,0,0,0
Ward 12,6030,BISSET,Less than 1 year,113,413,0
Ward 9,5380,RIVER VALLEY TERWILLEGAR,Child less than 1 year,0,0,0
Ward 9,5380,RIVER VALLEY TERWILLEGAR,No Response,0,0,0
Ward 9,5405,RIVER VALLEY WINDERMERE,5 years or more,0,0,0
Ward 9,5405,RIVER VALLEY WINDERMERE,No 3 years to less than 5 years,0,0,0
Ward 9,5405,RIVER VALLEY WINDERMERE,1 year to less than 3 years,0,0,0
Ward 9,5405,RIVER VALLEY WINDERMERE,Less than 1 year,0,0,0
Ward 9,5405,RIVER VALLEY WINDERMERE,Child less than 1 year,0,0,0
Ward 9,5405,RIVER VALLEY WINDERMERE,No Response,0,0,0
Ward 9,5454,RUTHERFORD,5 years or more,2043,31,7
Ward 9,5454,RUTHERFORD,No 3 years to less than 5 years,1842,147,4
Ward 9,5454,RUTHERFORD,1 year to less than 3 years,1321,298,8
Ward 9,5454,RUTHERFORD,Less than 1 year,891,371,9
Ward 9,5454,RUTHERFORD,Child less than 1 year,157,16,2
Ward 9,5454,RUTHERFORD,No Response,384,166,523
Ward 9,5641,SOUTH TERWILLEGAR,5 years or more,766,25,14
Ward 9,5641,SOUTH TERWILLEGAR,No 3 years to less than 5 years,2122,179,16
Ward 9,5641,SOUTH TERWILLEGAR,1 year to less than 3 years,1653,476,30
Ward 9,5641,SOUTH TERWILLEGAR,Less than 1 year,610,629,36
Ward 9,5641,SOUTH TERWILLEGAR,Child less than 1 year,132,31,4
Ward 9,5641,SOUTH TERWILLEGAR,No Response,215,61,533
Ward 9,5640,TERWILLEGAR TOWNE,5 years or more,2614,41,11
Ward 9,5640,TERWILLEGAR TOWNE,No 3 years to less than 5 years,1051,69,9
Ward 9,5640,TERWILLEGAR TOWNE,1 year to less than 3 years,713,230,6
Ward 9,5640,TERWILLEGAR TOWNE,Less than 1 year,353,268,5
Ward 9,5640,TERWILLEGAR TOWNE,Child less than 1 year,68,6,2
Ward 9,5640,TERWILLEGAR TOWNE,No Response,280,19,750
Ward 9,5511,TWIN BROOKS,5 years or more,4328,40,23
Ward 9,5511,TWIN BROOKS,No 3 years to less than 5 years,630,29,5
Ward 9,5511,TWIN BROOKS,1 year to less than 3 years,385,105,8
Ward 9,5511,TWIN BROOKS,Less than 1 year,201,119,2
Ward 9,5511,TWIN BROOKS,Child less than 1 year,38,3,1
Ward 9,5511,TWIN BROOKS,No Response,131,11,370
Ward 9,5565,WHITEMUD CREEK RAVINE TWIN BROOKS,5 years or more,0,0,0
Ward 9,5565,WHITEMUD CREEK RAVINE TWIN BROOKS,No 3 years to less than 5 years,0,0,0
Ward 9,5565,WHITEMUD CREEK RAVINE TWIN BROOKS,1 year to less than 3 years,0,0,0
Ward 9,5565,WHITEMUD CREEK RAVINE TWIN BROOKS,Less than 1 year,0,0,0
Ward 9,5565,WHITEMUD CREEK RAVINE TWIN BROOKS,Child less than 1 year,0,0,0
Ward 9,5565,WHITEMUD CREEK RAVINE TWIN BROOKS,No Response,0,0,0
Ward 9,5570,WINDERMERE,5 years or more,164,0,0
Ward 9,5570,WINDERMERE,No 3 years to less than 5 years,137,0,2
Ward 9,5570,WINDERMERE,1 year to less than 3 years,709,11,10
Ward 9,5570,WINDERMERE,Less than 1 year,718,50,10
Ward 9,5570,WINDERMERE,Child less than 1 year,53,2,1
Ward 9,5570,WINDERMERE,No Response,187,4,78
Ward 9,5575,WINDERMERE AREA,5 years or more,0,0,0
Ward 9,5575,WINDERMERE AREA,No 3 years to less than 5 years,0,0,0
Ward 9,5575,WINDERMERE AREA,1 year to less than 3 years,0,0,0
Ward 9,5575,WINDERMERE AREA,Less than 1 year,0,0,0
Ward 9,5575,WINDERMERE AREA,Child less than 1 year,0,0,0
Ward 9,5575,WINDERMERE AREA,No Response,0,0,0
Ward 10,5010,ALLENDALE,5 years or more,699,195,12
Ward 10,5010,ALLENDALE,No 3 years to less than 5 years,158,213,14
Ward 10,5010,ALLENDALE,1 year to less than 3 years,154,343,18
Ward 10,5010,ALLENDALE,Less than 1 year,72,448,19
Ward 10,5010,ALLENDALE,Child less than 1 year,12,10,0
Ward 10,5010,ALLENDALE,No Response,51,193,75
Ward 10,5020,ASPEN GARDENS,5 years or more,1071,14,2
Ward 10,5020,ASPEN GARDENS,No 3 years to less than 5 years,223,12,0
Ward 10,5020,ASPEN GARDENS,1 year to less than 3 years,89,31,0
Ward 10,5020,ASPEN GARDENS,Less than 1 year,61,20,0
Ward 10,5020,ASPEN GARDENS,Child less than 1 year,11,2,0
Ward 10,5020,ASPEN GARDENS,No Response,35,27,40
Ward 10,5030,BEARSPAW,5 years or more,1421,75,6
Ward 10,5030,BEARSPAW,No 3 years to less than 5 years,203,28,5
Ward 10,5030,BEARSPAW,1 year to less than 3 years,117,46,0
Ward 10,5030,BEARSPAW,Less than 1 year,69,45,0
Ward 10,5030,BEARSPAW,Child less than 1 year,13,5,1
Ward 10,5030,BEARSPAW,No Response,60,18,14
Ward 10,5050,BLACKMUD CREEK RAVINE,5 years or more,0,0,0
Ward 10,5050,BLACKMUD CREEK RAVINE,No 3 years to less than 5 years,0,0,0
Ward 10,5050,BLACKMUD CREEK RAVINE,1 year to less than 3 years,0,0,0
Ward 10,5050,BLACKMUD CREEK RAVINE,Less than 1 year,0,0,0
Ward 10,5050,BLACKMUD CREEK RAVINE,Child less than 1 year,0,0,0
Ward 10,5050,BLACKMUD CREEK RAVINE,No Response,0,0,0
Ward 10,5060,BLUE QUILL,5 years or more,1165,237,23
Ward 10,5060,BLUE QUILL,No 3 years to less than 5 years,251,416,4
Ward 10,5060,BLUE QUILL,1 year to less than 3 years,160,790,9
Ward 10,5060,BLUE QUILL,Less than 1 year,119,776,5
Ward 10,5060,BLUE QUILL,Child less than 1 year,17,34,1
Ward 10,5060,BLUE QUILL,No Response,125,344,92
Ward 10,5070,BLUE QUILL ESTATES,5 years or more,515,40,1
Ward 10,5070,BLUE QUILL ESTATES,No 3 years to less than 5 years,97,49,0
Ward 10,5070,BLUE QUILL ESTATES,1 year to less than 3 years,53,151,0
Ward 10,5070,BLUE QUILL ESTATES,Less than 1 year,18,186,0
Ward 10,5070,BLUE QUILL ESTATES,Child less than 1 year,5,6,0
Ward 10,5070,BLUE QUILL ESTATES,No Response,48,80,47
Ward 10,5110,CALGARY TRAIL NORTH,5 years or more,0,0,0
Ward 10,5110,CALGARY TRAIL NORTH,No 3 years to less than 5 years,0,0,0
Ward 10,5110,CALGARY TRAIL NORTH,1 year to less than 3 years,0,0,0
Ward 10,5110,CALGARY TRAIL NORTH,Less than 1 year,0,0,0
Ward 10,5110,CALGARY TRAIL NORTH,Child less than 1 year,0,0,0
Ward 10,5110,CALGARY TRAIL NORTH,No Response,0,0,0
Ward 10,5120,CALGARY TRAIL SOUTH,5 years or more,0,0,0
Ward 10,5120,CALGARY TRAIL SOUTH,No 3 years to less than 5 years,0,0,0
Ward 10,5120,CALGARY TRAIL SOUTH,1 year to less than 3 years,0,0,0
Ward 10,5120,CALGARY TRAIL SOUTH,Less than 1 year,0,0,0
Ward 10,5120,CALGARY TRAIL SOUTH,Child less than 1 year,0,0,0
Ward 10,5120,CALGARY TRAIL SOUTH,No Response,0,0,0
Ward 10,5160,DUGGAN,5 years or more,1820,210,27
Ward 10,5160,DUGGAN,No 3 years to less than 5 years,261,280,4
Ward 10,5160,DUGGAN,1 year to less than 3 years,164,499,9
Ward 10,5160,DUGGAN,Less than 1 year,134,529,11
Ward 10,5160,DUGGAN,Child less than 1 year,26,32,0
Ward 10,5160,DUGGAN,No Response,145,195,189
Ward 10,5170,EMPIRE PARK,5 years or more,219,647,23
Ward 10,5170,EMPIRE PARK,No 3 years to less than 5 years,65,563,7
Ward 10,5170,EMPIRE PARK,1 year to less than 3 years,67,1191,17
Ward 10,5170,EMPIRE PARK,Less than 1 year,29,1269,16
Ward 10,5170,EMPIRE PARK,Child less than 1 year,5,54,0
Ward 10,5170,EMPIRE PARK,No Response,17,912,72
Ward 10,5180,ERMINESKIN,5 years or more,866,665,47
Ward 10,5180,ERMINESKIN,No 3 years to less than 5 years,182,557,12
Ward 10,5180,ERMINESKIN,1 year to less than 3 years,216,764,14
Ward 10,5180,ERMINESKIN,Less than 1 year,128,824,11
Ward 10,5180,ERMINESKIN,Child less than 1 year,16,29,2
Ward 10,5180,ERMINESKIN,No Response,95,416,192
Ward 10,5210,GRANDVIEW HEIGHTS,5 years or more,636,3,7
Ward 10,5210,GRANDVIEW HEIGHTS,No 3 years to less than 5 years,100,3,0
Ward 10,5210,GRANDVIEW HEIGHTS,1 year to less than 3 years,49,8,0
Ward 10,5210,GRANDVIEW HEIGHTS,Less than 1 year,38,13,0
Ward 10,5210,GRANDVIEW HEIGHTS,Child less than 1 year,4,2,0
Ward 10,5210,GRANDVIEW HEIGHTS,No Response,45,13,28
Ward 10,5220,GREENFIELD,5 years or more,2405,53,11
Ward 10,5220,GREENFIELD,No 3 years to less than 5 years,307,82,0
Ward 10,5220,GREENFIELD,1 year to less than 3 years,208,92,0
Ward 10,5220,GREENFIELD,Less than 1 year,131,112,4
Ward 10,5220,GREENFIELD,Child less than 1 year,20,4,0
Ward 10,5220,GREENFIELD,No Response,75,32,70
Ward 10,5250,KEHEEWIN,5 years or more,1470,96,47
Ward 10,5250,KEHEEWIN,No 3 years to less than 5 years,278,168,15
Ward 10,5250,KEHEEWIN,1 year to less than 3 years,154,113,7
Ward 10,5250,KEHEEWIN,Less than 1 year,119,158,10
Ward 10,5250,KEHEEWIN,Child less than 1 year,11,9,0
Ward 10,5250,KEHEEWIN,No Response,99,43,71
Ward 10,5260,LANSDOWNE,5 years or more,590,65,11
Ward 10,5260,LANSDOWNE,No 3 years to less than 5 years,78,48,1
Ward 10,5260,LANSDOWNE,1 year to less than 3 years,67,92,9
Ward 10,5260,LANSDOWNE,Less than 1 year,24,93,2
Ward 10,5260,LANSDOWNE,Child less than 1 year,9,3,0
Ward 10,5260,LANSDOWNE,No Response,8,60,54
Ward 10,5270,LENDRUM PLACE,5 years or more,914,102,12
Ward 10,5270,LENDRUM PLACE,No 3 years to less than 5 years,137,44,4
Ward 10,5270,LENDRUM PLACE,1 year to less than 3 years,100,114,1
Ward 10,5270,LENDRUM PLACE,Less than 1 year,56,176,1
Ward 10,5270,LENDRUM PLACE,Child less than 1 year,10,10,0
Ward 10,5270,LENDRUM PLACE,No Response,19,27,158
Ward 10,5280,MALMO PLAINS,5 years or more,963,143,36
Ward 10,5280,MALMO PLAINS,No 3 years to less than 5 years,118,421,8
Ward 10,5280,MALMO PLAINS,1 year to less than 3 years,106,567,15
Ward 10,5280,MALMO PLAINS,Less than 1 year,58,477,5
Ward 10,5280,MALMO PLAINS,Child less than 1 year,9,54,0
Ward 10,5280,MALMO PLAINS,No Response,52,170,97
Ward 10,5310,PARKALLEN,5 years or more,918,74,11
Ward 10,5310,PARKALLEN,No 3 years to less than 5 years,181,78,1
Ward 10,5310,PARKALLEN,1 year to less than 3 years,125,242,7
Ward 10,5310,PARKALLEN,Less than 1 year,104,309,9
Ward 10,5310,PARKALLEN,Child less than 1 year,13,3,0
Ward 10,5310,PARKALLEN,No Response,40,54,46
Ward 10,5320,PLEASANTVIEW,5 years or more,1220,343,30
Ward 10,5320,PLEASANTVIEW,No 3 years to less than 5 years,200,279,11
Ward 10,5320,PLEASANTVIEW,1 year to less than 3 years,138,366,17
Ward 10,5320,PLEASANTVIEW,Less than 1 year,116,427,16
Ward 10,5320,PLEASANTVIEW,Child less than 1 year,19,11,3
Ward 10,5320,PLEASANTVIEW,No Response,120,218,213
Ward 10,5360,RIDEAU PARK,5 years or more,602,189,7
Ward 10,5360,RIDEAU PARK,No 3 years to less than 5 years,92,124,0
Ward 10,5360,RIDEAU PARK,1 year to less than 3 years,65,156,3
Ward 10,5360,RIDEAU PARK,Less than 1 year,41,174,0
Ward 10,5360,RIDEAU PARK,Child less than 1 year,6,3,0
Ward 10,5360,RIDEAU PARK,No Response,65,120,232
Ward 10,5400,RIVER VALLEY WHITEMUD,5 years or more,0,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,No 3 years to less than 5 years,0,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,1 year to less than 3 years,0,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,Less than 1 year,0,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,Child less than 1 year,0,0,0
Ward 10,5400,RIVER VALLEY WHITEMUD,No Response,0,0,0
Ward 10,6650,ROSEDALE INDUSTRIAL,5 years or more,0,0,0
Ward 10,6650,ROSEDALE INDUSTRIAL,No 3 years to less than 5 years,0,0,0
Ward 10,6650,ROSEDALE INDUSTRIAL,1 year to less than 3 years,0,0,0
Ward 10,6650,ROSEDALE INDUSTRIAL,Less than 1 year,0,0,0
Ward 10,6650,ROSEDALE INDUSTRIAL,Child less than 1 year,0,0,0
Ward 10,6650,ROSEDALE INDUSTRIAL,No Response,0,0,0
Ward 10,5430,ROYAL GARDENS,5 years or more,1169,273,9
Ward 10,5430,ROYAL GARDENS,No 3 years to less than 5 years,205,295,9
Ward 10,5430,ROYAL GARDENS,1 year to less than 3 years,154,378,7
Ward 10,5430,ROYAL GARDENS,Less than 1 year,111,414,11
Ward 10,5430,ROYAL GARDENS,Child less than 1 year,13,15,0
Ward 10,5430,ROYAL GARDENS,No Response,103,278,28
Ward 10,5460,SKYRATTLER,5 years or more,617,183,3
Ward 10,5460,SKYRATTLER,No 3 years to less than 5 years,155,114,0
Ward 10,5460,SKYRATTLER,1 year to less than 3 years,81,188,7
Ward 10,5460,SKYRATTLER,Less than 1 year,58,224,2
Ward 10,5460,SKYRATTLER,Child less than 1 year,6,3,0
Ward 10,5460,SKYRATTLER,No Response,74,135,74
Ward 10,5470,STEINHAUER,5 years or more,1031,53,14
Ward 10,5470,STEINHAUER,No 3 years to less than 5 years,134,53,1
Ward 10,5470,STEINHAUER,1 year to less than 3 years,64,85,1
Ward 10,5470,STEINHAUER,Less than 1 year,40,39,1
Ward 10,5470,STEINHAUER,Child less than 1 year,8,3,0
Ward 10,5470,STEINHAUER,No Response,63,64,213
Ward 10,5490,SWEET GRASS,5 years or more,1148,194,20
Ward 10,5490,SWEET GRASS,No 3 years to less than 5 years,138,186,0
Ward 10,5490,SWEET GRASS,1 year to less than 3 years,89,182,0
Ward 10,5490,SWEET GRASS,Less than 1 year,57,209,5
Ward 10,5490,SWEET GRASS,Child less than 1 year,10,14,0
Ward 10,5490,SWEET GRASS,No Response,89,124,117
Ward 10,5530,UNIVERSITY OF ALBERTA FARM,5 years or more,0,0,0
Ward 10,5530,UNIVERSITY OF ALBERTA FARM,No 3 years to less than 5 years,0,0,0
Ward 10,5530,UNIVERSITY OF ALBERTA FARM,1 year to less than 3 years,0,0,0
Ward 10,5530,UNIVERSITY OF ALBERTA FARM,Less than 1 year,0,0,0
Ward 10,5530,UNIVERSITY OF ALBERTA FARM,Child less than 1 year,0,0,0
Ward 10,5530,UNIVERSITY OF ALBERTA FARM,No Response,0,0,0
Ward 10,5540,WESTBROOK ESTATES,5 years or more,600,30,2
Ward 10,5540,WESTBROOK ESTATES,No 3 years to less than 5 years,85,69,0
Ward 10,5540,WESTBROOK ESTATES,1 year to less than 3 years,47,138,2
Ward 10,5540,WESTBROOK ESTATES,Less than 1 year,23,127,1
Ward 10,5540,WESTBROOK ESTATES,Child less than 1 year,1,10,0
Ward 10,5540,WESTBROOK ESTATES,No Response,25,19,46
Ward 10,5550,WHITEMUD CREEK RAVINE NORTH,5 years or more,0,0,0
Ward 10,5550,WHITEMUD CREEK RAVINE NORTH,No 3 years to less than 5 years,0,0,0
Ward 10,5550,WHITEMUD CREEK RAVINE NORTH,1 year to less than 3 years,0,0,0
Ward 10,5550,WHITEMUD CREEK RAVINE NORTH,Less than 1 year,0,0,0
Ward 10,5550,WHITEMUD CREEK RAVINE NORTH,Child less than 1 year,0,0,0
Ward 10,5550,WHITEMUD CREEK RAVINE NORTH,No Response,0,0,0
Ward 10,5560,WHITEMUD CREEK RAVINE SOUTH,5 years or more,0,0,0
Ward 10,5560,WHITEMUD CREEK RAVINE SOUTH,No 3 years to less than 5 years,0,0,0
Ward 10,5560,WHITEMUD CREEK RAVINE SOUTH,1 year to less than 3 years,0,0,0
Ward 10,5560,WHITEMUD CREEK RAVINE SOUTH,Less than 1 year,0,0,0
Ward 10,5560,WHITEMUD CREEK RAVINE SOUTH,Child less than 1 year,0,0,0
Ward 10,5560,WHITEMUD CREEK RAVINE SOUTH,No Response,0,0,0
Ward 11,6010,ARGYLL,5 years or more,458,24,2
Ward 11,6010,ARGYLL,No 3 years to less than 5 years,80,37,0
Ward 11,6010,ARGYLL,1 year to less than 3 years,62,29,0
Ward 11,6010,ARGYLL,Less than 1 year,51,50,0
Ward 11,6010,ARGYLL,Child less than 1 year,4,0,0
Ward 11,6010,ARGYLL,No Response,7,10,36
Ward 11,6020,AVONMORE,5 years or more,1071,81,21
Ward 11,6020,AVONMORE,No 3 years to less than 5 years,176,59,4
Ward 11,6020,AVONMORE,1 year to less than 3 years,137,92,3
Ward 11,6020,AVONMORE,Less than 1 year,67,75,0
Ward 11,6020,AVONMORE,Child less than 1 year,10,1,1
Ward 11,6020,AVONMORE,No Response,94,57,138
Ward 11,6090,CORONET ADDITION INDUSTRIAL,5 years or more,0,0,0
Ward 11,6090,CORONET ADDITION INDUSTRIAL,No 3 years to less than 5 years,0,0,0
Ward 11,6090,CORONET ADDITION INDUSTRIAL,1 year to less than 3 years,0,0,0
Ward 11,6090,CORONET ADDITION INDUSTRIAL,Less than 1 year,0,0,0
Ward 11,6090,CORONET ADDITION INDUSTRIAL,Child less than 1 year,0,0,0
Ward 11,6090,CORONET ADDITION INDUSTRIAL,No Response,0,0,0
Ward 11,6100,CORONET INDUSTRIAL,5 years or more,0,0,0
Ward 11,6100,CORONET INDUSTRIAL,No 3 years to less than 5 years,0,0,0
Ward 11,6100,CORONET INDUSTRIAL,1 year to less than 3 years,0,0,0
Ward 11,6100,CORONET INDUSTRIAL,Less than 1 year,0,0,0
Ward 11,6100,CORONET INDUSTRIAL,Child less than 1 year,0,0,0
Ward 11,6100,CORONET INDUSTRIAL,No Response,0,0,0
Ward 11,6110,CPR IRVINE,5 years or more,0,0,0
Ward 11,6110,CPR IRVINE,No 3 years to less than 5 years,0,0,0
Ward 11,6110,CPR IRVINE,1 year to less than 3 years,0,0,0
Ward 11,6110,CPR IRVINE,Less than 1 year,0,0,0
Ward 11,6110,CPR IRVINE,Child less than 1 year,0,0,0
Ward 11,6110,CPR IRVINE,No Response,0,0,0
Ward 11,6160,DAVIES INDUSTRIAL EAST,5 years or more,0,0,0
Ward 11,6160,DAVIES INDUSTRIAL EAST,No 3 years to less than 5 years,0,0,0
Ward 11,6160,DAVIES INDUSTRIAL EAST,1 year to less than 3 years,0,0,0
Ward 11,6160,DAVIES INDUSTRIAL EAST,Less than 1 year,0,0,0
Ward 11,6160,DAVIES INDUSTRIAL EAST,Child less than 1 year,0,0,0
Ward 11,6160,DAVIES INDUSTRIAL EAST,No Response,0,0,0
Ward 11,6170,DAVIES INDUSTRIAL WEST,5 years or more,0,0,0
Ward 11,6170,DAVIES INDUSTRIAL WEST,No 3 years to less than 5 years,0,0,0
Ward 11,6170,DAVIES INDUSTRIAL WEST,1 year to less than 3 years,0,0,0
Ward 11,6170,DAVIES INDUSTRIAL WEST,Less than 1 year,0,0,0
Ward 11,6170,DAVIES INDUSTRIAL WEST,Child less than 1 year,0,0,0
Ward 11,6170,DAVIES INDUSTRIAL WEST,No Response,0,0,0
Ward 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,5 years or more,0,0,0
Ward 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,No 3 years to less than 5 years,0,0,0
Ward 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,1 year to less than 3 years,0,0,0
Ward 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,Less than 1 year,0,0,0
Ward 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,Child less than 1 year,0,0,0
Ward 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,No Response,0,0,0
Ward 11,6200,EKOTA,5 years or more,1169,182,11
Ward 11,6200,EKOTA,No 3 years to less than 5 years,165,137,1
Ward 11,6200,EKOTA,1 year to less than 3 years,136,195,9
Ward 11,6200,EKOTA,Less than 1 year,125,200,1
Ward 11,6200,EKOTA,Child less than 1 year,11,13,0
Ward 11,6200,EKOTA,No Response,90,76,29
Ward 11,6250,GAINER INDUSTRIAL,5 years or more,0,0,0
Ward 11,6250,GAINER INDUSTRIAL,No 3 years to less than 5 years,72,5,0
Ward 11,6250,GAINER INDUSTRIAL,1 year to less than 3 years,45,8,0
Ward 11,6250,GAINER INDUSTRIAL,Less than 1 year,70,9,0
Ward 11,6250,GAINER INDUSTRIAL,Child less than 1 year,1,1,0
Ward 11,6250,GAINER INDUSTRIAL,No Response,5,0,0
Ward 11,6260,GIRARD INDUSTRIAL,5 years or more,0,0,0
Ward 11,6260,GIRARD INDUSTRIAL,No 3 years to less than 5 years,0,0,0
Ward 11,6260,GIRARD INDUSTRIAL,1 year to less than 3 years,0,0,0
Ward 11,6260,GIRARD INDUSTRIAL,Less than 1 year,0,0,0
Ward 11,6260,GIRARD INDUSTRIAL,Child less than 1 year,0,0,0
Ward 11,6260,GIRARD INDUSTRIAL,No Response,0,0,0
Ward 11,6280,GREENVIEW,5 years or more,1597,114,18
Ward 11,6280,GREENVIEW,No 3 years to less than 5 years,223,99,1
Ward 11,6280,GREENVIEW,1 year to less than 3 years,216,123,0
Ward 11,6280,GREENVIEW,Less than 1 year,136,169,6
Ward 11,6280,GREENVIEW,Child less than 1 year,22,13,1
Ward 11,6280,GREENVIEW,No Response,85,47,54
Ward 11,6290,HAZELDEAN,5 years or more,1032,215,8
Ward 11,6290,HAZELDEAN,No 3 years to less than 5 years,206,148,2
Ward 11,6290,HAZELDEAN,1 year to less than 3 years,166,295,5
Ward 11,6290,HAZELDEAN,Less than 1 year,106,375,6
Ward 11,6290,HAZELDEAN,Child less than 1 year,16,22,1
Ward 11,6290,HAZELDEAN,No Response,61,146,169
Ward 11,6300,HILLVIEW,5 years or more,1450,205,54
Ward 11,6300,HILLVIEW,No 3 years to less than 5 years,249,144,7
Ward 11,6300,HILLVIEW,1 year to less than 3 years,144,257,13
Ward 11,6300,HILLVIEW,Less than 1 year,77,180,19
Ward 11,6300,HILLVIEW,Child less than 1 year,18,15,1
Ward 11,6300,HILLVIEW,No Response,206,156,243
Ward 11,6340,KAMEYOSEK,5 years or more,809,232,3
Ward 11,6340,KAMEYOSEK,No 3 years to less than 5 years,201,234,20
Ward 11,6340,KAMEYOSEK,1 year to less than 3 years,145,389,24
Ward 11,6340,KAMEYOSEK,Less than 1 year,103,308,5
Ward 11,6340,KAMEYOSEK,Child less than 1 year,10,25,1
Ward 11,6340,KAMEYOSEK,No Response,40,153,194
Ward 11,6360,KING EDWARD PARK,5 years or more,1275,289,28
Ward 11,6360,KING EDWARD PARK,No 3 years to less than 5 years,207,234,17
Ward 11,6360,KING EDWARD PARK,1 year to less than 3 years,214,468,9
Ward 11,6360,KING EDWARD PARK,Less than 1 year,131,553,12
Ward 11,6360,KING EDWARD PARK,Child less than 1 year,19,20,1
Ward 11,6360,KING EDWARD PARK,No Response,144,274,319
Ward 11,6400,LEE RIDGE,5 years or more,1043,233,9
Ward 11,6400,LEE RIDGE,No 3 years to less than 5 years,218,233,10
Ward 11,6400,LEE RIDGE,1 year to less than 3 years,154,380,6
Ward 11,6400,LEE RIDGE,Less than 1 year,87,290,8
Ward 11,6400,LEE RIDGE,Child less than 1 year,11,18,0
Ward 11,6400,LEE RIDGE,No Response,23,15,1
Ward 11,6410,MAPLE RIDGE,5 years or more,815,13,2
Ward 11,6410,MAPLE RIDGE,No 3 years to less than 5 years,246,15,0
Ward 11,6410,MAPLE RIDGE,1 year to less than 3 years,160,34,0
Ward 11,6410,MAPLE RIDGE,Less than 1 year,115,51,4
Ward 11,6410,MAPLE RIDGE,Child less than 1 year,15,1,0
Ward 11,6410,MAPLE RIDGE,No Response,46,6,185
Ward 11,6420,MAPLE RIDGE INDUSTRIAL,5 years or more,42,5,0
Ward 11,6420,MAPLE RIDGE INDUSTRIAL,No 3 years to less than 5 years,2,1,1
Ward 11,6420,MAPLE RIDGE INDUSTRIAL,1 year to less than 3 years,0,1,5
Ward 11,6420,MAPLE RIDGE INDUSTRIAL,Less than 1 year,1,0,0
Ward 11,6420,MAPLE RIDGE INDUSTRIAL,Child less than 1 year,0,0,0
Ward 11,6420,MAPLE RIDGE INDUSTRIAL,No Response,1,2,0
Ward 11,6430,MCINTYRE INDUSTRIAL,5 years or more,0,0,0
Ward 11,6430,MCINTYRE INDUSTRIAL,No 3 years to less than 5 years,0,0,0
Ward 11,6430,MCINTYRE INDUSTRIAL,1 year to less than 3 years,0,0,0
Ward 11,6430,MCINTYRE INDUSTRIAL,Less than 1 year,0,0,0
